,date,price,area,pps,address
4168,11/23/2020,330000,640,516,"1105 Spring St #1010, Seattle, WA 98104"
4169,11/23/2020,425000,"1,110",383,"4814 S Holly St #B, Seattle, WA 98118"
4170,11/23/2020,312000,567,550,"425 23rd Ave S #A406, Seattle, WA 98144"
4171,11/23/2020,960000,"1,600",600,"3621 Interlake Ave N #B, Seattle, WA 98103"
4172,11/23/2020,995000,"1,616",616,"4424 Evanston Ave N, Seattle, WA 98103"
4173,11/23/2020,350000,892,392,"10329 Meridian N #A401, Seattle, WA 98133"
4174,11/23/2020,950000,"3,840",247,"10425 Rainier Ave S, Seattle, WA 98178"
4175,11/23/2020,512000,"1,110",461,"8518 Nesbit Ave N #A, Seattle, WA 98103"
4176,11/23/2020,421000,641,657,"425 Vine St #712, Seattle, WA 98121"
4177,11/23/2020,1820000,"3,750",485,"1215 W Ruffner St, Seattle, WA 98119"
4178,11/23/2020,255000,455,560,"424 N 85th St #404, Seattle, WA 98103"
4179,11/23/2020,753715,"2,682",281,"9689 3rd Pl SW #29, Seattle, WA 98106"
4180,11/23/2020,625000,880,710,"5630 11th Ave NE, Seattle, WA 98105"
4181,11/23/2020,4225000,"5,150",820,"333 37th Ave E, Seattle, WA 98112"
4182,11/23/2020,430000,"1,188",362,"4545 Sand Point Way NE #507, Seattle, WA 98105"
4183,11/23/2020,605171,"2,131",284,"9975 11th Ave SW #26, Seattle, WA 98106"
4184,11/22/2020,910000,"1,486",612,"3300 Meridian Ave N #410, Seattle, WA 98103"
4185,11/22/2020,1411000,"2,878",490,"1104 8th Ave W, Seattle, WA 98119"
4186,11/22/2020,1100000,"1,600",688,"2114 10th Ave W, Seattle, WA 98119"
4187,11/22/2020,628800,"1,540",408,"2591 Madison St #2623, Seattle, WA 98112"
4188,11/22/2020,609950,"1,456",419,"4235 S Lucile St #B, Seattle, WA 98118"
4189,11/22/2020,1400000,"2,640",530,"2463 Montavista Pl W, Seattle, WA 98199"
4190,11/22/2020,895000,"2,250",398,"1903 NW 95th St, Seattle, WA 98117"
4191,11/22/2020,495000,"1,358",365,"10504 Whitman Ave N #B, Seattle, WA 98133"
4192,11/22/2020,450000,"1,270",354,"4839 Delridge Way SW #A, Seattle, WA 98106"
4193,11/22/2020,580000,"1,150",504,"613 4th Ave W #103, Seattle, WA 98119"
4194,11/22/2020,1170000,"2,990",391,"4520 NE 92nd St, Seattle, WA 98115"
4195,11/22/2020,760000,"2,490",305,"7917 4th Ave SW, Seattle, WA 98106"
4196,11/22/2020,535500,920,582,"3739 SW Tillman St, Seattle, WA 98126"
4197,11/22/2020,630000,"2,260",279,"10404 17th Ave SW, Seattle, WA 98146"
4198,11/22/2020,519000,"1,420",365,"13312 31st Ave NE, Seattle, WA 98125"
4199,11/22/2020,715000,"3,220",222,"7725 S 115th Pl, Seattle, WA 98178"
4200,11/22/2020,599950,"1,560",385,"3646 22nd Ave SW, Seattle, WA 98106"
4201,11/21/2020,2327000,"3,117",747,"2922 W Garfield St, Seattle, WA 98199"
4202,11/21/2020,509000,570,893,"121 Stewart St #1606, Seattle, WA 98101"
4203,11/21/2020,1762000,"4,080",432,"4511 2nd Ave NW, Seattle, WA 98107"
4204,11/21/2020,480000,804,597,"2717 Franklin Ave E #204, Seattle, WA 98102"
4205,11/21/2020,2030000,"3,680",552,"1927 48th Ave SW, Seattle, WA 98116"
4206,11/21/2020,850000,"1,594",533,"117 20th Ave, Seattle, WA 98122"
4207,11/21/2020,375000,699,536,"201 Galer St #416, Seattle, WA 98109"
4208,11/21/2020,625000,"2,540",246,"5758 S Ryan St, Seattle, WA 98178"
4209,11/21/2020,749900,"2,528",297,"214 SW 96th Ln #2, Seattle, WA 98106"
4210,11/21/2020,1007000,"2,900",347,"4757 22nd Ave SW, Seattle, WA 98106"
4211,11/21/2020,756087,"2,682",282,"9691 3rd Pl SW #30, Seattle, WA 98106"
4212,11/20/2020,539000,"1,130",477,"9211 15th Ave SW #A, Seattle, WA 98106"
4213,11/20/2020,478000,885,540,"5450 Leary Ave NW #249, Seattle, WA 98107"
4214,11/20/2020,915000,"1,690",541,"3513 Wallingford Ave N #C, Seattle, WA 98103"
4215,11/20/2020,750000,"2,100",357,"7540 20th Ave NE, Seattle, WA 98155"
4216,11/20/2020,650000,"1,700",382,"13715 1st Ave NE, Seattle, WA 98125"
4217,11/20/2020,955000,"2,226",429,"910 Boston St, Seattle, WA 98102"
4218,11/20/2020,650000,"1,710",380,"14345 36th Ave NE, Seattle, WA 98125"
4219,11/20/2020,940000,"2,190",429,"6030 35th Ave NE, Seattle, WA 98115"
4220,11/20/2020,260000,442,588,"108 5th Ave S #718, Seattle, WA 98104"
4221,11/20/2020,1700000,"3,760",452,"2715 37th Ave SW, Seattle, WA 98126"
4222,11/20/2020,1075000,"2,030",530,"2504 29th Ave W, Seattle, WA 98199"
4223,11/20/2020,815000,"1,504",542,"1804 E John St, Seattle, WA 98112"
4224,11/20/2020,775000,"1,503",516,"1921 13th Ave S, Seattle, WA 98144"
4225,11/20/2020,280000,970,289,"8609 25th Ave SW #C, Seattle, WA 98106"
4226,11/20/2020,1698000,"4,110",413,"4914 32nd Ave NE, Seattle, WA 98105"
4227,11/20/2020,565000,801,705,"2929 1st Ave #1117, Seattle, WA 98121"
4228,11/19/2020,611000,"1,008",606,"5806 17th Ave NW #C, Seattle, WA 98107"
4229,11/19/2020,538000,"1,112",484,"615 Boren Ave # 37, Seattle, WA 98104"
4230,11/19/2020,1140000,"2,810",406,"5115 SW Grayson St, Seattle, WA 98116"
4231,11/19/2020,720000,"2,320",310,"10136 Holman Rd NW, Seattle, WA 98177"
4232,11/19/2020,603000,"1,650",365,"6721 13th Ave SW, Seattle, WA 98106"
4233,11/19/2020,509950,"1,204",424,"3940 S Brandon St #B, Seattle, WA 98118"
4234,11/19/2020,1099000,"2,790",394,"9844 47th Ave SW, Seattle, WA 98136"
4235,11/19/2020,598000,"1,292",463,"3901 SW Findlay St, Seattle, WA 98136"
4236,11/19/2020,740000,"2,110",351,"7247 S Ryan St, Seattle, WA 98178"
4237,11/19/2020,1660000,"2,480",669,"2812 Boyer Ave E, Seattle, WA 98102"
4238,11/19/2020,958000,"1,900",504,"7310 23rd Ave NW, Seattle, WA 98117"
4239,11/19/2020,675000,"1,443",468,"3016 60th Ave SW #A, Seattle, WA 98116"
4240,11/19/2020,850000,"2,110",403,"2648 46th Ave SW, Seattle, WA 98116"
4241,11/19/2020,540000,"1,100",491,"3847 38th Ave S, Seattle, WA 98118"
4242,11/19/2020,415000,687,604,"1525 Taylor Ave N #503, Seattle, WA 98109"
4243,11/19/2020,875000,"1,920",456,"7756 22nd Ave NW, Seattle, WA 98117"
4244,11/19/2020,515000,"1,290",399,"3416 Alamo Pl S, Seattle, WA 98144"
4245,11/19/2020,419750,777,540,"2015 Terry Ave #215, Seattle, WA 98121"
4246,11/19/2020,525750,"2,450",215,"10033 Des Moines Memorial Dr S, Seattle, WA 98168"
4247,11/19/2020,690000,"1,260",548,"12711 Evanston Ave N, Seattle, WA 98133"
4248,11/19/2020,690000,"1,060",651,"6533 Seaview Ave NW #207A, Seattle, WA 98117"
4249,11/19/2020,1550000,"3,588",432,"4022 39th Ave SW, Seattle, WA 98116"
4250,11/19/2020,510000,"1,860",274,"7207 S 127th St, Seattle, WA 98178"
4251,11/19/2020,589950,"1,092",540,"545 28th Ave, Seattle, WA 98122"
4252,11/19/2020,2300000,"5,902",390,"4735 Ravenna Ave NE, Seattle, WA 98105"
4253,11/19/2020,470000,"1,050",448,"915 N 109th St, Seattle, WA 98133"
4254,11/19/2020,592000,"1,075",551,"1514 S Walker St, Seattle, WA 98144"
4255,11/19/2020,580000,"2,260",257,"11824 Des Moines Memorial Dr S, Seattle, WA 98168"
4256,11/18/2020,532500,"1,000",533,"1617 SW Webster St, Seattle, WA 98106"
4257,11/18/2020,777000,"2,000",389,"13323 25th Ave NE, Seattle, WA 98125"
4258,11/18/2020,795000,"2,380",334,"12033 12th Ave NE, Seattle, WA 98125"
4259,11/18/2020,1010000,"2,960",341,"4401 SW Kenyon Pl, Seattle, WA 98136"
4260,11/18/2020,1337500,"2,741",488,"428 Dewey Pl E, Seattle, WA 98112"
4261,11/18/2020,900500,"1,860",484,"329 16th Ave, Seattle, WA 98122"
4262,11/18/2020,561000,"1,350",416,"1528 Sturgus Ave S #B, Seattle, WA 98144"
4263,11/18/2020,3014000,"4,515",668,"1604 Federal Ave E, Seattle, WA 98102"
4264,11/18/2020,1317500,"2,810",469,"10523 14th Ave NW, Seattle, WA 98177"
4265,11/18/2020,3135625,"3,740",838,"718 16th Ave E, Seattle, WA 98112"
4266,11/18/2020,528500,"1,800",294,"2412 S 116th Way, Seattle, WA 98168"
4267,11/18/2020,810000,"2,143",378,"2806 S Alaska Pl, Seattle, WA 98108"
4268,11/18/2020,1525000,"3,970",384,"2100 Fairmount Ave SW, Seattle, WA 98126"
4269,11/18/2020,1165000,"1,968",592,"1141 NW 56th St, Seattle, WA 98107"
4270,11/18/2020,633000,860,736,"3238 49th Ave SW, Seattle, WA 98116"
4271,11/18/2020,1140000,"2,980",383,"6225 31st Ave NE, Seattle, WA 98115"
4272,11/18/2020,1180000,"3,010",392,"509 N 66th St, Seattle, WA 98103"
4273,11/18/2020,480000,801,599,"2960 Eastlake Ave E #407, Seattle, WA 98102"
4274,11/18/2020,755000,"1,504",502,"3818 23rd Ave W, Seattle, WA 98199"
4275,11/17/2020,370000,"1,332",278,"7125 S 115th St, Seattle, WA 98178"
4276,11/17/2020,760000,"1,160",655,"3708 60th Ave SW, Seattle, WA 98116"
4277,11/17/2020,710500,"2,780",256,"4312 S Myrtle St, Seattle, WA 98118"
4278,11/17/2020,436500,"1,710",255,"7835 S 130th St, Seattle, WA 98178"
4279,11/17/2020,452000,"1,290",350,"8327 43rd Ave S, Seattle, WA 98118"
4280,11/17/2020,965000,"1,440",670,"135 NE 64th St, Seattle, WA 98115"
4281,11/17/2020,1426000,"2,230",639,"2546 Warren Ave N, Seattle, WA 98109"
4282,11/17/2020,1369000,"3,430",399,"3135 37th Pl S, Seattle, WA 98144"
4283,11/17/2020,455000,"1,040",438,"10603 6th Ave SW, Seattle, WA 98146"
4284,11/17/2020,824428,"1,500",550,"9060 Burke Ave N, Seattle, WA 98103"
4285,11/17/2020,649000,"1,890",343,"5431 17th Ave SW, Seattle, WA 98106"
4286,11/17/2020,640000,"1,300",492,"6009 SW Admiral Way, Seattle, WA 98116"
4287,11/17/2020,2025000,"3,680",550,"1116 16th Ave E, Seattle, WA 98112"
4288,11/17/2020,710000,"2,410",295,"7600 S Laurel St, Seattle, WA 98178"
4289,11/17/2020,555000,902,615,"115 W Galer St #308, Seattle, WA 98119"
4290,11/17/2020,835000,"2,360",354,"12527 20th Ave NE, Seattle, WA 98125"
4291,11/17/2020,1050000,"2,670",393,"603 N 137th St, Seattle, WA 98133"
4292,11/17/2020,775000,"1,500",517,"3403 62nd Ave SW, Seattle, WA 98116"
4293,11/17/2020,1040000,"1,780",584,"3301 W Commodore Way, Seattle, WA 98199"
4294,11/17/2020,1220000,"1,940",629,"1905 26th Ave E, Seattle, WA 98112"
4295,11/17/2020,812500,"1,545",526,"2400 8th Ave N #104S, Seattle, WA 98109"
4296,11/17/2020,799000,"1,740",459,"14041 1st Ave NW, Seattle, WA 98177"
4297,11/17/2020,1576000,"3,060",515,"8801 Golden Gardens Dr NW, Seattle, WA 98117"
4298,11/17/2020,878000,"1,550",566,"2610 E Marion St, Seattle, WA 98122"
4299,11/17/2020,1053000,"2,310",456,"6750 Murray Ave SW, Seattle, WA 98136"
4300,11/17/2020,860000,"1,320",652,"3412 S Jackson St, Seattle, WA 98144"
4301,11/17/2020,860000,"1,421",605,"940 Broadway E #C, Seattle, WA 98102"
4302,11/17/2020,1100000,"3,350",328,"153 26th Ave, Seattle, WA 98122"
4303,11/17/2020,710000,"1,240",573,"1422 NW 64th St #A, Seattle, WA 98107"
4304,11/17/2020,485500,"1,060",458,"14347 Meridian Ave N, Seattle, WA 98133"
4305,11/17/2020,1230000,"2,780",442,"13016 42nd Ave NE, Seattle, WA 98125"
4306,11/17/2020,683000,"1,710",399,"2860 SW Adams St, Seattle, WA 98126"
4307,11/17/2020,885000,"1,690",524,"2714 11th Ave W, Seattle, WA 98119"
4308,11/17/2020,499950,740,676,"3823 14th Ave S, Seattle, WA 98108"
4309,11/17/2020,1320000,"2,542",519,"8509 Burke Ave N, Seattle, WA 98103"
4310,11/17/2020,685000,"1,000",685,"910 NE 117th St, Seattle, WA 98125"
4311,11/17/2020,499950,"1,036",483,"3078 SW Avalon Way #D, Seattle, WA 98126"
4312,11/17/2020,849500,"1,821",467,"1214 SW Myrtle St, Seattle, WA 98106"
4313,11/17/2020,720000,"1,553",464,"3551 S Ferdinand St, Seattle, WA 98118"
4314,11/17/2020,325000,497,654,"626 4th Ave W #305, Seattle, WA 98119"
4315,11/17/2020,1249990,"3,270",382,"2504 20th Ave S, Seattle, WA 98122"
4316,11/17/2020,1325000,"2,699",491,"3850 42nd Ave NE, Seattle, WA 98105"
4317,11/16/2020,320000,542,590,"808 SW Henderson St #B, Seattle, WA 98106"
4318,11/16/2020,740000,"1,295",571,"644 NW 49th St, Seattle, WA 98107"
4319,11/16/2020,1157000,"2,164",535,"2753 NW 65th St, Seattle, WA 98117"
4320,11/16/2020,1050000,"3,600",292,"1902 NE 73rd St, Seattle, WA 98115"
4321,11/16/2020,552000,"1,820",303,"5215 19th Ave SW, Seattle, WA 98106"
4322,11/16/2020,665300,"2,500",266,"11530 87th Ave S, Seattle, WA 98178"
4323,11/16/2020,720000,"1,350",533,"3021 SW Trenton St, Seattle, WA 98126"
4324,11/16/2020,183000,801,228,"12600 57th Ave S #B202, Seattle, WA 98178"
4325,11/16/2020,536680,"1,490",360,"10107 16th Ave S, Seattle, WA 98168"
4326,11/16/2020,673000,830,811,"8114 41st Ave SW, Seattle, WA 98136"
4327,11/16/2020,1295000,"2,650",489,"6021 31st Ave NE, Seattle, WA 98115"
4328,11/16/2020,460000,810,568,"13013 37th Ave NE, Seattle, WA 98125"
4329,11/16/2020,680000,"1,370",496,"3221 SW Genesee St, Seattle, WA 98126"
4330,11/16/2020,650000,"2,280",285,"3902 S Cloverdale St, Seattle, WA 98118"
4331,11/16/2020,385000,711,541,"2145 Dexter Ave N #101, Seattle, WA 98109"
4332,11/16/2020,865000,"1,807",479,"6821 42nd Ave NE, Seattle, WA 98115"
4333,11/16/2020,750000,"1,295",579,"103 26th Ave E, Seattle, WA 98112"
4334,11/16/2020,465000,968,480,"8534 Phinney Ave N #303, Seattle, WA 98103"
4335,11/16/2020,820000,"1,480",554,"120 A 24th Ave E, Seattle, WA 98112"
4336,11/16/2020,773000,"1,457",531,"3013 60th Ave SW #B, Seattle, WA 98116"
4337,11/16/2020,850000,"2,090",407,"7519 33rd Ave NW, Seattle, WA 98117"
4338,11/16/2020,739000,"1,530",483,"6731 27th Ave NW, Seattle, WA 98117"
4339,11/16/2020,685000,"1,320",519,"607 NW 77th St, Seattle, WA 98117"
4340,11/16/2020,725000,"2,620",277,"2126 N 132nd St, Seattle, WA 98133"
4341,11/16/2020,738500,"1,270",581,"2446 NW 58th St #B, Seattle, WA 98107"
4342,11/16/2020,508000,"2,080",244,"8831 16th Ave SW, Seattle, WA 98106"
4343,11/16/2020,575000,"1,580",364,"6517 High Point Dr SW, Seattle, WA 98126"
4344,11/16/2020,599000,"1,352",443,"4652 S Frontenac St, Seattle, WA 98118"
4345,11/16/2020,574875,"1,018",565,"2134 NE 89th St, Seattle, WA 98115"
4346,11/16/2020,710000,"1,400",507,"9216 Sand Point Way NE, Seattle, WA 98115"
4347,11/16/2020,1180000,"2,540",465,"3409 E Denny Way, Seattle, WA 98122"
4348,11/16/2020,779950,"2,415",323,"5126 S Creston St, Seattle, WA 98178"
4349,11/15/2020,605000,"1,280",473,"8848 Midvale Ave N #A, Seattle, WA 98103"
4350,11/15/2020,945000,"2,070",457,"2228 44th Ave SW, Seattle, WA 98116"
4351,11/15/2020,820000,"2,410",340,"9215 Linden Ave N, Seattle, WA 98103"
4352,11/15/2020,650000,"2,020",322,"7945 18th Ave SW, Seattle, WA 98106"
4353,11/15/2020,849998,"3,160",269,"4137 15th Ave S, Seattle, WA 98108"
4354,11/15/2020,2275000,"3,430",663,"1961 Sunset Ave SW, Seattle, WA 98116"
4355,11/15/2020,550000,"1,141",482,"3940 S Brandon St #D, Seattle, WA 98118"
4356,11/15/2020,814950,"1,490",547,"2229 NW 60th St, Seattle, WA 98107"
4357,11/15/2020,825000,"2,590",319,"1926 SW Brandon St, Seattle, WA 98106"
4358,11/15/2020,724950,"1,186",611,"216 17th Ave E, Seattle, WA 98112"
4359,11/15/2020,670000,"2,280",294,"12258 1st Ave NW, Seattle, WA 98177"
4360,11/15/2020,281790,640,440,"1105 Spring St #403, Seattle, WA 98104"
4361,11/15/2020,479000,"1,470",326,"12425 3rd Ave SW, Seattle, WA 98146"
4362,11/15/2020,920000,"1,530",601,"339 16th Ave E #D, Seattle, WA 98112"
4363,11/15/2020,356000,504,706,"4226 Beach Dr SW #202, Seattle, WA 98116"
4364,11/15/2020,570000,"2,180",261,"9417 58th Ave S, Seattle, WA 98118"
4365,11/15/2020,635000,790,804,"1605 25th Ave, Seattle, WA 98122"
4366,11/15/2020,685000,"1,350",507,"8517 17th Ave NW, Seattle, WA 98117"
4367,11/15/2020,865000,"1,586",545,"1101 Seneca St #1402, Seattle, WA 98101"
4368,11/15/2020,1470000,"4,160",353,"5700 SW Spokane St, Seattle, WA 98116"
4369,11/15/2020,530000,"1,390",381,"2820 SW Dakota St #B, Seattle, WA 98126"
4370,11/15/2020,750000,"1,961",382,"6511 Ellis Ave S, Seattle, WA 98108"
4371,11/14/2020,630000,980,643,"1051 NE 96th St, Seattle, WA 98115"
4372,11/14/2020,910700,"2,680",340,"2744 47th Ave SW, Seattle, WA 98116"
4373,11/14/2020,710000,"2,380",298,"9636 57th Ave S, Seattle, WA 98118"
4374,11/14/2020,375000,553,678,"300 10th Ave #B401, Seattle, WA 98122"
4375,11/14/2020,610000,"1,162",525,"615 N 110th St, Seattle, WA 98133"
4376,11/14/2020,675000,"1,350",500,"932 N 82nd St, Seattle, WA 98103"
4377,11/14/2020,450000,920,489,"5148 S Morgan St, Seattle, WA 98118"
4378,11/14/2020,646000,"1,150",562,"937 21st Ave, Seattle, WA 98122"
4379,11/14/2020,390000,785,497,"3216 14th Ave W #205, Seattle, WA 98119"
4380,11/14/2020,937500,"1,840",510,"8326 Earl Ave NW, Seattle, WA 98117"
4381,11/14/2020,845000,"1,700",497,"6720 4th Ave NW, Seattle, WA 98117"
4382,11/14/2020,790000,"1,930",409,"707 33rd Ave, Seattle, WA 98122"
4383,11/14/2020,815000,"2,110",386,"9226 Dayton Ave N, Seattle, WA 98103"
4384,11/14/2020,750000,"1,778",422,"842 NW 97th St, Seattle, WA 98117"
4385,11/14/2020,735000,"1,535",479,"2716 39th Ave SW, Seattle, WA 98116"
4386,11/14/2020,1200000,"2,760",435,"9402 44th Ave SW, Seattle, WA 98136"
4387,11/14/2020,798000,"1,630",490,"1818 25th Ave #A, Seattle, WA 98122"
4388,11/14/2020,575000,"2,040",282,"11422 Crestwood Dr S, Seattle, WA 98178"
4389,11/14/2020,319000,666,479,"6970 California Ave SW #B301, Seattle, WA 98136"
4390,11/14/2020,511950,"2,010",255,"7922 9th Ave SW, Seattle, WA 98106"
4391,11/14/2020,730000,940,777,"514 N 41st St, Seattle, WA 98103"
4392,11/14/2020,530000,720,736,"918 N 97th St, Seattle, WA 98103"
4393,11/14/2020,735000,"2,040",360,"3722 36th Ave SW, Seattle, WA 98126"
4394,11/14/2020,527000,"1,120",471,"4216 SW Findlay St #1, Seattle, WA 98136"
4395,11/14/2020,1175000,"1,830",642,"1529 19th Ave, Seattle, WA 98122"
4396,11/14/2020,303000,557,544,"1410 E Pine St #W223, Seattle, WA 98122"
4397,11/14/2020,427500,630,679,"931 N 93rd St, Seattle, WA 98103"
4398,11/13/2020,615000,"1,470",418,"2830 SW Adams St, Seattle, WA 98126"
4399,11/13/2020,799950,"2,542",315,"7721 16th Ave NW #A, Seattle, WA 98117"
4400,11/13/2020,820000,"1,465",560,"318 NW 41st St, Seattle, WA 98107"
4401,11/13/2020,765000,"1,780",430,"6523 39th Ave NE, Seattle, WA 98115"
4402,11/13/2020,860000,"1,660",518,"927 NW 60th St, Seattle, WA 98107"
4403,11/13/2020,435000,870,500,"1525 NW 57th St #321, Seattle, WA 98107"
4404,11/13/2020,1150000,"2,270",507,"3420 Arapahoe Pl W, Seattle, WA 98199"
4405,11/13/2020,576000,"1,580",365,"4848 Delridge Way SW #B, Seattle, WA 98106"
4406,11/13/2020,489000,"1,270",385,"9407 Linden Ave N #B, Seattle, WA 98103"
4407,11/13/2020,320000,791,405,"3722 27th Pl W #305, Seattle, WA 98199"
4408,11/13/2020,699000,"1,280",546,"2057 NW 61st St, Seattle, WA 98107"
4409,11/13/2020,245000,"1,035",237,"7035 S 133rd St #B101, Seattle, WA 98178"
4410,11/13/2020,350000,700,500,"1427 3rd Ave W #9, Seattle, WA 98119"
4411,11/13/2020,749000,"1,910",392,"12555 Dayton Ave N, Seattle, WA 98133"
4412,11/13/2020,1911500,"3,995",478,"1333 Lake Washington Blvd S, Seattle, WA 98144"
4413,11/13/2020,2215000,"3,730",594,"1601 29th Ave, Seattle, WA 98122"
4414,11/13/2020,735000,"1,400",525,"804 NE 57th St, Seattle, WA 98105"
4415,11/13/2020,174999,896,195,"1808 S 118th St #103, Seattle, WA 98168"
4416,11/13/2020,565000,"1,205",469,"1740 Melrose Ave #701, Seattle, WA 98122"
4417,11/12/2020,774000,"1,200",645,"4430 Francis Ave N, Seattle, WA 98103"
4418,11/12/2020,450000,"1,040",433,"8454 25th Ave SW #A, Seattle, WA 98106"
4419,11/12/2020,495000,"1,492",332,"11311 14th Ave SW, Seattle, WA 98146"
4420,11/12/2020,439000,790,556,"5151 S Augusta St, Seattle, WA 98178"
4421,11/12/2020,775000,930,833,"3803 NE 89th St, Seattle, WA 98115"
4422,11/12/2020,1145500,"1,860",616,"749 N 76th St, Seattle, WA 98103"
4423,11/12/2020,730000,"2,070",353,"5717 S Prentice St, Seattle, WA 98178"
4424,11/12/2020,717000,850,844,"4207 49th Ave S, Seattle, WA 98118"
4425,11/12/2020,699998,"2,000",350,"3907 SW Holden St, Seattle, WA 98136"
4426,11/12/2020,460000,752,612,"1414 12th Ave #207, Seattle, WA 98122"
4427,11/12/2020,999000,"1,923",520,"2220 NW 63rd St #B, Seattle, WA 98107"
4428,11/12/2020,1249000,"2,850",438,"5411 36th Ave SW, Seattle, WA 98126"
4429,11/12/2020,424950,835,509,"9057 Greenwood Ave N #401, Seattle, WA 98103"
4430,11/12/2020,1392400,"2,840",490,"2569 25th Ave W, Seattle, WA 98199"
4431,11/12/2020,819000,"1,980",414,"1700 S 22nd Ave, Seattle, WA 98144"
4432,11/12/2020,860000,"1,878",458,"5008 42nd Ave SW, Seattle, WA 98136"
4433,11/12/2020,940000,"1,530",614,"3731 Meridian Ave N, Seattle, WA 98103"
4434,11/12/2020,950000,"2,932",324,"103 N Market St, Seattle, WA 98103"
4435,11/12/2020,342000,500,684,"7900 Ashworth Ave N #8, Seattle, WA 98103"
4436,11/12/2020,1095000,"2,309",474,"4112 2nd Ave NW, Seattle, WA 98107"
4437,11/12/2020,685000,"1,380",496,"422 16th Ave S, Seattle, WA 98144"
4438,11/12/2020,393000,895,439,"10625 1st Ave SW, Seattle, WA 98146"
4439,11/12/2020,610000,"2,090",292,"8210 2nd Ave NE, Seattle, WA 98115"
4440,11/12/2020,633000,804,787,"6533 Seaview Ave NW #510A, Seattle, WA 98117"
4441,11/12/2020,1475000,"2,686",549,"6750 Jones Ave NW, Seattle, WA 98117"
4442,11/12/2020,1200000,"2,220",541,"5634 2nd Ave NW, Seattle, WA 98107"
4443,11/12/2020,830000,"2,460",337,"742 N 94th St, Seattle, WA 98103"
4444,11/12/2020,1938000,"3,312",585,"1620 38th Ave E, Seattle, WA 98112"
4445,11/12/2020,599000,"1,208",496,"909 5th Ave #304, Seattle, WA 98164"
4446,11/12/2020,480000,790,608,"3317 Wetmore Ave S #B, Seattle, WA 98144"
4447,11/12/2020,265000,572,463,"3318 30th Ave SW #A401, Seattle, WA 98126"
4448,11/12/2020,380000,857,443,"1510 Cherrylane Ave S #302, Seattle, WA 98144"
4449,11/12/2020,565000,"3,440",164,"1427 S 124th St, Seattle, WA 98168"
4450,11/12/2020,433500,759,571,"4116 SW California Ave #413, Seattle, WA 98116"
4451,11/11/2020,480000,"1,180",407,"9236 17th Ave SW #A, Seattle, WA 98106"
4452,11/11/2020,950000,"1,669",569,"1138 10th Ave E #B, Seattle, WA 98102"
4453,11/11/2020,1550000,"1,560",994,"5631 Seaview Ave NW, Seattle, WA 98107"
4454,11/11/2020,450000,"1,030",437,"2646 SW 112th St, Seattle, WA 98146"
4455,11/11/2020,705000,"1,709",413,"3041 24th Ave W #3043, Seattle, WA 98199"
4456,11/11/2020,740000,"2,288",323,"8108 18th Ave SW, Seattle, WA 98106"
4457,11/11/2020,2010000,"2,840",708,"2212 2nd Ave W, Seattle, WA 98119"
4458,11/11/2020,705000,"1,220",578,"12546 12th Ave NE, Seattle, WA 98125"
4459,11/11/2020,529950,775,684,"506 E Howell St #E509, Seattle, WA 98122"
4460,11/11/2020,999000,"2,040",490,"5520 36th Ave NE, Seattle, WA 98105"
4461,11/11/2020,687000,"1,480",464,"3049 46th Ave SW, Seattle, WA 98116"
4462,11/11/2020,995000,"2,620",380,"2613 NW 96th St, Seattle, WA 98117"
4463,11/11/2020,519975,720,722,"505 Belmont Ave E #602, Seattle, WA 98102"
4464,11/11/2020,2700000,"4,337",623,"5406 Kirkwood Pl N, Seattle, WA 98103"
4465,11/11/2020,390000,900,433,"5026 48th Ave S, Seattle, WA 98118"
4466,11/11/2020,870000,"1,960",444,"3544 NE 98th St, Seattle, WA 98115"
4467,11/11/2020,896000,"3,050",294,"10710 22nd Ave SW, Seattle, WA 98146"
4468,11/11/2020,482500,"1,320",366,"5221 17th Ave SW, Seattle, WA 98106"
4469,11/11/2020,350000,703,498,"2960 Eastlake Ave E #405, Seattle, WA 98102"
4470,11/11/2020,785500,"1,680",468,"307 27th Ave S, Seattle, WA 98144"
4471,11/11/2020,647500,"1,510",429,"1033 NE 113th St, Seattle, WA 98125"
4472,11/11/2020,925000,"2,320",399,"2102 1st Ave W, Seattle, WA 98119"
4473,11/11/2020,625000,"1,284",487,"14013 Greenwood Ave N #E, Seattle, WA 98133"
4474,11/11/2020,875000,"3,110",281,"5406 31st Ave S, Seattle, WA 98108"
4475,11/11/2020,495000,"1,910",259,"9057 13th Ave SW, Seattle, WA 98106"
4476,11/11/2020,372000,950,392,"1729 12th Ave S #205, Seattle, WA 98144"
4477,11/11/2020,2040000,"4,105",497,"3809 30th Ave W, Seattle, WA 98199"
4478,11/11/2020,334000,535,624,"519 W Roy St #213, Seattle, WA 98119"
4479,11/11/2020,395000,653,605,"905 Cherry St #604, Seattle, WA 98104"
4480,11/11/2020,654500,"1,074",609,"3844 Carr Pl N, Seattle, WA 98103"
4481,11/11/2020,705000,928,760,"2033 2nd Ave #1400, Seattle, WA 98121"
4482,11/10/2020,1343800,"1,700",790,"7515 56th Ave NE, Seattle, WA 98115"
4483,11/10/2020,565000,940,601,"11044 Goodwin Way NE, Seattle, WA 98125"
4484,11/10/2020,755000,"1,000",755,"8752 2nd Ave NW, Seattle, WA 98117"
4485,11/10/2020,609000,"1,180",516,"4508 41st Ave SW, Seattle, WA 98116"
