,date,price,area,pps,address
1,5/18/2021,2970000,"3,160",940,"1935 10th Ave E, Seattle, WA 98102"
2,5/17/2021,1350000,"3,010",449,"2814 NW 59th St, Seattle, WA 98107"
3,5/17/2021,535000,"1,600",334,"11734 Daniel Pl NE, Seattle, WA 98125"
4,5/17/2021,545000,812,671,"2101 N 55th St #308, Seattle, WA 98103"
5,5/17/2021,1955000,"2,940",665,"4007 49th Ave S, Seattle, WA 98118"
6,5/17/2021,1900000,"2,429",782,"505 W Mercer Pl #300, Seattle, WA 98119"
7,5/15/2021,803000,"1,610",499,"2660 S Morgan St, Seattle, WA 98108"
8,5/15/2021,2400000,"3,107",772,"2033 11th Ave E, Seattle, WA 98102"
9,5/15/2021,2425000,"3,506",692,"2107 9th Ave W, Seattle, WA 98119"
10,5/13/2021,450000,665,677,"730 Bellevue Ave E #PH5, Seattle, WA 98102"
11,5/13/2021,1475000,"2,913",506,"3215 W Lynn St, Seattle, WA 98199"
12,5/13/2021,1009000,"1,380",731,"3216 NW 73rd St, Seattle, WA 98117"
13,5/12/2021,530000,"1,087",488,"9222 Roosevelt Way NE #305, Seattle, WA 98115"
14,5/12/2021,1550000,"2,900",534,"3722 W Armour Pl, Seattle, WA 98199"
15,5/11/2021,750000,"1,920",391,"5214 35th Ave NE, Seattle, WA 98105"
16,5/11/2021,1250000,"2,300",543,"5018 35th Ave NE, Seattle, WA 98105"
17,5/11/2021,1357000,"2,540",534,"8631 Island Dr S, Seattle, WA 98118"
18,5/11/2021,1360000,"2,390",569,"2034 Federal Ave E, Seattle, WA 98102"
19,5/11/2021,722000,"1,250",578,"11018 28th Ave SW, Seattle, WA 98146"
20,5/11/2021,1267000,"2,020",627,"7046 24th Ave NW, Seattle, WA 98117"
21,5/11/2021,1350000,"2,245",601,"3240 13th Ave W, Seattle, WA 98119"
22,5/11/2021,2725000,"4,190",650,"6046 Ann Arbor Ave NE, Seattle, WA 98115"
23,5/11/2021,450000,"1,107",407,"7307 Sand Point Way NE #613, Seattle, WA 98115"
24,5/11/2021,725000,"1,170",620,"11347 15th Ave NE, Seattle, WA 98125"
25,5/11/2021,791000,"1,690",468,"4351 Jill Pl S, Seattle, WA 98108"
26,5/11/2021,330000,419,788,"819 Virginia St #2108, Seattle, WA 98101"
27,5/10/2021,949000,"1,815",523,"8330 Dibble Ave NW #A, Seattle, WA 98117"
28,5/10/2021,910100,"2,180",417,"5916 44th Ave SW, Seattle, WA 98136"
29,5/10/2021,1459119,"2,790",523,"7119 Dayton Ave N, Seattle, WA 98103"
30,5/10/2021,2150000,"3,200",672,"2522 Shoreland Dr S, Seattle, WA 98144"
31,5/10/2021,1060000,"1,810",586,"6026 40th Ave NE, Seattle, WA 98115"
32,5/10/2021,651000,970,671,"4512 49th Ave SW, Seattle, WA 98116"
33,5/10/2021,653550,"1,350",484,"10301 Evanston Ave N, Seattle, WA 98133"
34,5/10/2021,963000,"1,600",602,"6450 Carleton Ave S, Seattle, WA 98108"
35,5/10/2021,756000,"1,480",511,"1535 NE 107th St, Seattle, WA 98125"
36,5/10/2021,1455000,"2,320",627,"7102 55th Ave S, Seattle, WA 98118"
37,5/10/2021,389900,651,599,"424 N 85th St #415, Seattle, WA 98103"
38,5/10/2021,950000,"1,895",501,"7103 55th Ave S, Seattle, WA 98118"
39,5/10/2021,229900,773,297,"12300 28th Ave NE #105, Seattle, WA 98125"
40,5/7/2021,875000,"1,960",446,"646 NW 86th St, Seattle, WA 98117"
41,5/7/2021,1636000,"2,890",566,"5825 Ann Arbor Ave NE, Seattle, WA 98105"
42,5/7/2021,1030000,"1,810",569,"6426 Hampton Rd S, Seattle, WA 98118"
43,5/7/2021,680000,"1,700",400,"13822 Greenwood Ave N #A, Seattle, WA 98133"
44,5/7/2021,950000,"3,029",314,"5317 S Kenyon St, Seattle, WA 98118"
45,5/7/2021,1752500,"3,140",558,"3223 E Mercer St, Seattle, WA 98112"
46,5/6/2021,1060000,"1,960",541,"7519 18th Ave NW, Seattle, WA 98117"
47,5/6/2021,1695000,"2,980",569,"5412 40th Ave W, Seattle, WA 98199"
48,5/6/2021,730000,"2,200",332,"8157 32nd Ave SW, Seattle, WA 98126"
49,5/6/2021,1050000,"1,850",568,"5624 56th Ave NE, Seattle, WA 98105"
50,5/6/2021,760000,"1,660",458,"827 NE 130th St, Seattle, WA 98125"
51,5/6/2021,418000,831,503,"6300 Sand Point Way NE #209, Seattle, WA 98115"
52,5/6/2021,1200000,"2,050",585,"7344 Ravenna Ave NE, Seattle, WA 98115"
53,5/6/2021,478000,752,636,"401 9th Ave N #210, Seattle, WA 98109"
54,5/6/2021,490000,938,522,"1525 NW 57th St #423, Seattle, WA 98107"
55,5/5/2021,704000,758,929,"121 Stewart St #1207, Seattle, WA 98101"
56,5/5/2021,650000,"2,500",260,"2300 S 118th St, Seattle, WA 98168"
57,5/5/2021,818000,"1,623",504,"4416 Phinney Ave N #A, Seattle, WA 98103"
58,5/5/2021,1750000,"2,090",837,"1802 Madrona Dr, Seattle, WA 98112"
59,5/5/2021,856000,"1,840",465,"4123 SW Rose St, Seattle, WA 98136"
60,5/5/2021,1112500,"2,080",535,"2560 24th Ave E, Seattle, WA 98112"
61,5/5/2021,1007000,"1,700",592,"8012 Wallingford Ave N, Seattle, WA 98103"
62,5/5/2021,1074000,"1,660",647,"7757 35th Ave NE, Seattle, WA 98115"
63,5/5/2021,855000,"1,164",735,"316 W Armour St, Seattle, WA 98119"
64,5/5/2021,1040000,"2,030",512,"3607 40th Ave W, Seattle, WA 98199"
65,5/5/2021,970000,"1,480",655,"10024 Densmore Ave N, Seattle, WA 98133"
66,5/5/2021,499000,865,577,"4540 45th Ave SW #401, Seattle, WA 98116"
67,5/5/2021,885000,"1,500",590,"8829 Ashworth Ave N, Seattle, WA 98103"
68,5/5/2021,1310000,"1,980",662,"324 19th Ave, Seattle, WA 98122"
69,5/5/2021,675000,880,767,"2625 47th Ave SW, Seattle, WA 98116"
70,5/5/2021,1020000,"2,810",363,"4432 11th Ave S, Seattle, WA 98108"
71,5/5/2021,650000,"1,760",369,"5338 16th Ave S, Seattle, WA 98108"
72,5/5/2021,1200000,"2,850",421,"4135 32nd Ave SW, Seattle, WA 98126"
73,5/5/2021,707000,"2,040",347,"11519 3rd Ave NE, Seattle, WA 98125"
74,5/5/2021,935000,"1,450",645,"4331 2nd Ave NE, Seattle, WA 98105"
75,5/4/2021,925000,"3,000",308,"13333 12th Ave NE, Seattle, WA 98125"
76,5/4/2021,735000,"1,078",682,"2814 NW 56th St UNIT b, Seattle, WA 98107"
77,5/4/2021,2405000,"3,808",632,"2201 39th Ave E, Seattle, WA 98112"
78,5/4/2021,575000,910,632,"7501 Greenwood Ave N #403, Seattle, WA 98103"
79,5/4/2021,965000,"1,800",536,"10204 44th Ave SW, Seattle, WA 98146"
80,5/4/2021,1250000,"2,150",581,"3217 NE 86th St, Seattle, WA 98115"
81,5/4/2021,823000,980,840,"2737 38th Ave SW, Seattle, WA 98116"
82,5/4/2021,2045000,"2,210",925,"1612 29th Ave, Seattle, WA 98122"
83,5/4/2021,865000,"1,320",655,"6710 23rd Ave NW, Seattle, WA 98117"
84,5/4/2021,1370000,"2,200",623,"761 Boylston Ave E, Seattle, WA 98102"
85,5/4/2021,570000,"1,160",491,"1733 13th Ave S #B, Seattle, WA 98144"
86,5/4/2021,1461500,"2,630",556,"307 NW 47th St, Seattle, WA 98107"
87,5/4/2021,502500,"1,330",378,"3310 NE 123rd St #D, Seattle, WA 98125"
88,5/4/2021,685000,"1,130",606,"7942 16th Ave SW, Seattle, WA 98106"
89,5/4/2021,1150000,"2,810",409,"715 N 89th St, Seattle, WA 98103"
90,5/4/2021,1388545,"1,850",751,"2515 43rd Ave W, Seattle, WA 98199"
91,5/4/2021,1238000,"3,540",350,"10030 43rd Pl NE, Seattle, WA 98125"
92,5/4/2021,999999,"1,800",556,"4564 36th Ave W, Seattle, WA 98199"
93,5/4/2021,936000,"1,700",551,"9230 Fauntleroy Way SW, Seattle, WA 98136"
94,5/4/2021,555000,920,603,"8826 30th Ave SW, Seattle, WA 98126"
95,5/4/2021,650000,"1,770",367,"9309 Stone Ave N, Seattle, WA 98103"
96,5/4/2021,1085000,"1,664",652,"1121 NW 60th St, Seattle, WA 98107"
97,5/4/2021,635000,878,723,"2600 2nd Ave #1706, Seattle, WA 98121"
98,5/4/2021,1335000,"1,860",718,"4119 E Newton St, Seattle, WA 98112"
99,5/4/2021,1400000,"2,223",630,"1639 Harbor Ave SW #401, Seattle, WA 98126"
100,5/3/2021,1500000,"3,233",464,"2161 Harbor Ave SW #A, Seattle, WA 98126"
101,5/3/2021,1300000,"1,656",785,"317 14th Ave E, Seattle, WA 98112"
102,5/3/2021,850000,"1,280",664,"8838 30th Ave SW, Seattle, WA 98126"
103,5/3/2021,1215000,"1,609",755,"4266 NE 50th St, Seattle, WA 98105"
104,5/3/2021,1418500,"2,010",706,"715 N 78th St, Seattle, WA 98103"
105,5/3/2021,913000,"2,040",448,"1245 NE 98th St, Seattle, WA 98115"
106,5/3/2021,462500,803,576,"1525 NW 57th St #403, Seattle, WA 98107"
107,5/3/2021,875000,"2,320",377,"7921 15th Ave SW, Seattle, WA 98106"
108,5/3/2021,755000,"1,160",651,"4017 52nd Ave SW, Seattle, WA 98116"
109,5/3/2021,639950,"1,120",571,"2717 60th Ave SW #B, Seattle, WA 98116"
110,5/3/2021,653000,"1,070",610,"2327 Yale Ave E #E, Seattle, WA 98102"
111,5/3/2021,775000,920,842,"6707 39th Ave SW, Seattle, WA 98136"
112,5/3/2021,833921,"1,730",482,"4014 NE 123rd St, Seattle, WA 98125"
113,5/3/2021,880000,"1,592",553,"4832 S Morgan St, Seattle, WA 98118"
114,5/3/2021,805000,"2,370",340,"7126 31st Ave SW, Seattle, WA 98126"
115,5/3/2021,876000,"1,340",654,"6013 25th Ave NE, Seattle, WA 98115"
116,5/2/2021,1910000,"2,110",905,"3227 NW 64th St, Seattle, WA 98107"
117,5/2/2021,2174000,"3,624",600,"4817 38th Ave SW, Seattle, WA 98126"
118,5/2/2021,860000,"1,200",717,"131 22nd Ave E #A, Seattle, WA 98112"
119,5/2/2021,460000,"1,060",434,"9006 18th Ave SW #B, Seattle, WA 98106"
120,5/2/2021,849000,"1,400",606,"227 23rd Ave E #A, Seattle, WA 98112"
121,5/2/2021,625000,"1,700",368,"3902 SW 97th St, Seattle, WA 98136"
122,5/2/2021,589000,920,640,"1818 18th Ave #304, Seattle, WA 98122"
123,5/2/2021,367000,664,553,"308 E Republican St #904, Seattle, WA 98102"
124,5/1/2021,1845000,"2,994",616,"346 N 77th St, Seattle, WA 98103"
125,5/1/2021,475000,664,715,"1410 E Pine St #W222, Seattle, WA 98122"
126,5/1/2021,2200000,"3,467",635,"1139 35th Ave, Seattle, WA 98122"
127,5/1/2021,795000,"1,402",567,"111 17th Ave #C, Seattle, WA 98122"
128,5/1/2021,375000,643,583,"2301 NE Blakeley St #307, Seattle, WA 98105"
129,5/1/2021,1100000,"1,490",738,"428 Malden Ave E, Seattle, WA 98112"
130,5/1/2021,1326250,"2,410",550,"3030 NW 70th St, Seattle, WA 98117"
131,5/1/2021,950000,"1,780",534,"1615 S State St, Seattle, WA 98144"
132,5/1/2021,399950,464,862,"1808 Minor Ave #1303, Seattle, WA 98101"
133,5/1/2021,220000,363,606,"1800 Taylor Ave N #104, Seattle, WA 98109"
134,5/1/2021,395000,764,517,"412 11th Ave #308, Seattle, WA 98122"
135,5/1/2021,305000,471,648,"300 10th Avenue #B 305, Seattle, WA 98122"
136,4/30/2021,1150000,"1,680",685,"117 NE 58th St, Seattle, WA 98105"
137,4/30/2021,860000,"1,006",855,"583 Battery St #1408N, Seattle, WA 98121"
138,4/30/2021,424000,630,673,"160 Lee St #201, Seattle, WA 98109"
139,4/30/2021,1885000,"2,685",702,"3339 37th Ave S, Seattle, WA 98144"
140,4/30/2021,1515000,"1,790",846,"5001 NE Park Pl, Seattle, WA 98115"
141,4/30/2021,365000,652,560,"701 3rd Ave W #701, Seattle, WA 98119"
142,4/30/2021,1525000,"3,130",487,"624 NE 76th St, Seattle, WA 98115"
143,4/30/2021,899950,"1,920",469,"3112 Harris Pl S, Seattle, WA 98144"
144,4/30/2021,499000,744,671,"720 Queen Anne Ave N #503, Seattle, WA 98109"
145,4/30/2021,1912500,"4,220",453,"6571 34th Ave NE, Seattle, WA 98115"
146,4/30/2021,2500000,"3,460",723,"3280 Conkling Pl W, Seattle, WA 98119"
147,4/30/2021,349000,843,414,"731 N 94th St #1, Seattle, WA 98103"
148,4/30/2021,343000,759,452,"11550 Stone Ave N #203, Seattle, WA 98133"
149,4/30/2021,825000,"2,400",344,"11451 80th Pl S, Seattle, WA 98178"
150,4/30/2021,650000,"1,870",348,"11118 Cornell Ave S, Seattle, WA 98178"
151,4/30/2021,460000,724,635,"530 Broadway E #507, Seattle, WA 98102"
152,4/29/2021,876000,"1,500",584,"5240 Brooklyn Ave NE #A, Seattle, WA 98105"
153,4/29/2021,866000,"1,500",577,"5244 Brooklyn Ave NE #A, Seattle, WA 98105"
154,4/29/2021,869950,"1,390",626,"4256 NE 50th St, Seattle, WA 98105"
155,4/29/2021,1200000,"1,643",730,"4264 NE 50th St, Seattle, WA 98105"
156,4/29/2021,1150000,"2,230",516,"7553 32nd Ave NW, Seattle, WA 98117"
157,4/29/2021,885000,"1,770",500,"7719 26th Ave NW, Seattle, WA 98117"
158,4/29/2021,750000,"1,305",575,"10617 39th Ave SW, Seattle, WA 98146"
159,4/29/2021,2312000,"3,660",632,"2527 3rd Ave N, Seattle, WA 98109"
160,4/29/2021,355000,519,684,"1410 E Pine St #W318, Seattle, WA 98122"
161,4/29/2021,645000,"1,900",339,"7177 27th Ave SW, Seattle, WA 98106"
162,4/29/2021,470700,624,754,"6006 Seaview Ave NW #D, Seattle, WA 98107"
163,4/29/2021,470000,864,544,"1525 NW 57th St #522, Seattle, WA 98107"
164,4/29/2021,825000,"1,590",519,"10571 40th Ave NE, Seattle, WA 98125"
165,4/29/2021,4050000,"6,100",664,"5012 NE Laurelcrest Ln, Seattle, WA 98105"
166,4/28/2021,609550,"1,596",382,"4916 S Willow St #A, Seattle, WA 98118"
167,4/28/2021,1400000,"1,840",761,"2153 N 64th St, Seattle, WA 98103"
168,4/28/2021,1425000,"1,840",774,"1226 Alki Ave SW #2200, Seattle, WA 98116"
169,4/28/2021,660000,916,721,"2414 1st Ave #409, Seattle, WA 98121"
170,4/28/2021,694500,"1,300",534,"8415 9th Ave SW, Seattle, WA 98106"
171,4/28/2021,650000,"1,530",425,"2008 14th Ave S #B, Seattle, WA 98144"
172,4/28/2021,1557000,"2,520",618,"328 Randolph Ave, Seattle, WA 98122"
173,4/28/2021,1145000,"2,460",465,"4052 SW Henderson St, Seattle, WA 98136"
174,4/28/2021,680000,940,723,"3052 31st Ave W, Seattle, WA 98199"
175,4/28/2021,1210000,"2,610",464,"6838 47th Ave NE, Seattle, WA 98115"
176,4/28/2021,725000,"1,600",453,"3810 California Ave SW #E, Seattle, WA 98116"
177,4/28/2021,852500,"1,280",666,"3631 Wallingford Ave N #A, Seattle, WA 98103"
178,4/28/2021,820000,"1,870",439,"13014 Meridian Ave N, Seattle, WA 98133"
179,4/28/2021,1065000,"2,160",493,"3018 NE 103rd St, Seattle, WA 98125"
180,4/28/2021,861000,"1,470",586,"5511 5th Ave NE, Seattle, WA 98105"
181,4/28/2021,615000,"1,580",389,"12061 75th Ave S, Seattle, WA 98178"
182,4/28/2021,1320000,"2,330",567,"7722 9th Ave NW, Seattle, WA 98117"
183,4/28/2021,950000,"1,740",546,"2821 NE 107th St, Seattle, WA 98125"
184,4/28/2021,1025000,"1,730",592,"2445 34th Ave W, Seattle, WA 98199"
185,4/28/2021,732000,"1,130",648,"2440 NW 58th St #A, Seattle, WA 98107"
186,4/28/2021,650000,"1,283",507,"7108 30th Ave SW, Seattle, WA 98126"
187,4/28/2021,905000,"1,370",661,"2618 NW 57th St, Seattle, WA 98107"
188,4/28/2021,805000,"1,360",592,"2046 NE 98th St, Seattle, WA 98115"
189,4/28/2021,1400000,"1,790",782,"6337 4th Ave NE, Seattle, WA 98115"
190,4/28/2021,1401000,"2,760",508,"6979 47th Ave SW, Seattle, WA 98136"
191,4/28/2021,630000,"1,440",438,"510 N 102nd St, Seattle, WA 98133"
192,4/28/2021,679000,"1,400",485,"1124 24th Ave S, Seattle, WA 98144"
193,4/28/2021,1050000,"1,740",603,"321 26th Ave E, Seattle, WA 98112"
194,4/28/2021,1100000,"2,020",545,"4211 S Mead, Seattle, WA 98118"
195,4/28/2021,996000,"2,070",481,"5006 38th Ave SW, Seattle, WA 98126"
196,4/28/2021,1400000,"3,970",353,"1824 24th Ave E, Seattle, WA 98112"
197,4/28/2021,1935000,"3,120",620,"2612 1st Ave N, Seattle, WA 98109"
198,4/28/2021,557500,"1,260",442,"3631 Courtland Pl S #B, Seattle, WA 98144"
199,4/28/2021,1800000,"3,980",452,"5505 Coniston Rd NE, Seattle, WA 98105"
200,4/28/2021,1600000,"2,800",571,"2814 W Hayes St, Seattle, WA 98199"
201,4/28/2021,1275000,"1,775",718,"1144 10th Ave E #B, Seattle, WA 98102"
202,4/28/2021,660000,"1,350",489,"1453 S Main St, Seattle, WA 98144"
203,4/28/2021,610000,"1,400",436,"1915 25th Ave S #H, Seattle, WA 98144"
204,4/28/2021,685555,"2,131",322,"9875 11th Ave SW #17, Seattle, WA 98106"
205,4/28/2021,1125000,"4,600",245,"9812 62nd Ave S, Seattle, WA 98118"
206,4/27/2021,1290000,"2,150",600,"5012 20th Ave NE, Seattle, WA 98105"
207,4/27/2021,440000,"1,063",414,"1515 12th Ave S #302, Seattle, WA 98144"
208,4/27/2021,789000,"1,460",540,"13247 2nd Ave NW, Seattle, WA 98177"
209,4/27/2021,405000,867,467,"411 N 90th St #209, Seattle, WA 98103"
210,4/27/2021,820000,"1,020",804,"9227 6th Ave NW, Seattle, WA 98117"
211,4/27/2021,605000,"1,358",446,"10506 Whitman Ave N #A, Seattle, WA 98133"
212,4/27/2021,1998000,"3,590",557,"822 W Newell St, Seattle, WA 98119"
213,4/27/2021,525000,643,816,"720 Queen Anne Ave N #409, Seattle, WA 98109"
214,4/27/2021,1305000,"3,380",386,"10804 Rowan Rd S, Seattle, WA 98178"
215,4/27/2021,1439000,"3,660",393,"1735 NW 97th St, Seattle, WA 98117"
216,4/27/2021,540000,970,557,"9027 21st Ave SW, Seattle, WA 98106"
217,4/27/2021,630000,910,692,"9404 21st Ave SW, Seattle, WA 98106"
218,4/27/2021,1360000,"2,760",493,"12047 Fremont Ave N, Seattle, WA 98133"
219,4/27/2021,765000,"1,170",654,"7358 Mary Ave NW, Seattle, WA 98117"
220,4/27/2021,781000,"1,150",679,"11516 Corliss Ave N, Seattle, WA 98133"
221,4/27/2021,1100000,"2,170",507,"632 NW 53rd St, Seattle, WA 98107"
222,4/27/2021,705000,"1,200",588,"7934 48th Ave S, Seattle, WA 98118"
223,4/27/2021,735000,"1,060",693,"9238 36th Ave SW, Seattle, WA 98126"
224,4/27/2021,1750000,"2,240",781,"607 26th Ave E, Seattle, WA 98112"
225,4/27/2021,1230000,"1,920",641,"441 27th Ave E, Seattle, WA 98112"
226,4/27/2021,635000,730,870,"2616 NW 70th St, Seattle, WA 98117"
227,4/27/2021,1020000,"3,060",333,"7459 Gatewood Rd SW, Seattle, WA 98136"
228,4/27/2021,783000,"1,295",605,"105 26th Ave E, Seattle, WA 98112"
229,4/27/2021,825000,"1,365",604,"443 NE Ravenna Blvd #C, Seattle, WA 98115"
230,4/27/2021,372500,897,415,"2805 NE 125th St #205, Seattle, WA 98125"
231,4/27/2021,676000,"1,010",669,"7921 13th Ave SW, Seattle, WA 98106"
232,4/27/2021,468000,"1,006",465,"5225 50th Ave NE #108, Seattle, WA 98105"
233,4/27/2021,1060000,"1,860",570,"6735 23rd Ave NW, Seattle, WA 98117"
234,4/27/2021,737500,"1,280",576,"8509 9th Ave NW, Seattle, WA 98117"
235,4/27/2021,1120000,"2,580",434,"1533 44th Ave SW, Seattle, WA 98116"
236,4/27/2021,917000,"1,280",716,"4714 S Pearl St, Seattle, WA 98118"
237,4/27/2021,1051500,"1,580",666,"6732 13th Ave NW, Seattle, WA 98117"
238,4/27/2021,455250,737,618,"9056 Mary Ave NW #303, Seattle, WA 98117"
239,4/27/2021,1151000,"1,958",588,"2022 S Norman St #B, Seattle, WA 98144"
240,4/27/2021,987000,"2,310",427,"10045 40th Ave SW, Seattle, WA 98146"
241,4/27/2021,845050,"1,180",716,"355 29th Ave, Seattle, WA 98122"
242,4/27/2021,1080000,"2,000",540,"406 N 44th St, Seattle, WA 98103"
243,4/27/2021,1521000,"1,737",876,"1210 17th Ave E, Seattle, WA 98112"
244,4/27/2021,325000,967,336,"10727 Burke Ave N #4, Seattle, WA 98133"
245,4/27/2021,655000,"1,320",496,"909 N 85th St, Seattle, WA 98103"
246,4/27/2021,830000,"2,085",398,"13516 N Park Ave N, Seattle, WA 98133"
247,4/27/2021,519950,"1,275",408,"3026 SW Charlestown St #D, Seattle, WA 98126"
248,4/27/2021,698000,"1,490",468,"3949 SW Oregon St, Seattle, WA 98116"
249,4/27/2021,949000,"1,930",492,"5233 Russell Ave NW #A, Seattle, WA 98107"
250,4/27/2021,241000,425,567,"1400 Hubbell Pl #1314, Seattle, WA 98101"
251,4/27/2021,310000,766,405,"3711 26th Pl W #105, Seattle, WA 98199"
252,4/27/2021,275000,744,370,"9416 1st Ave NE #208, Seattle, WA 98115"
253,4/27/2021,365000,378,966,"1808 Minor Ave #2404, Seattle, WA 98101"
254,4/27/2021,589950,"1,596",370,"4918 S Willow St #A, Seattle, WA 98118"
255,4/27/2021,1020000,"1,115",915,"588 Bell St #902S, Seattle, WA 98121"
256,4/26/2021,1600000,"3,399",471,"517 NE 115th St, Seattle, WA 98125"
257,4/26/2021,998500,"1,156",864,"583 Battery St #N1903, Seattle, WA 98121"
258,4/26/2021,689500,"1,680",410,"3019 SW Graham St, Seattle, WA 98126"
259,4/26/2021,1424000,"2,600",548,"3029 28th Ave W, Seattle, WA 98199"
260,4/26/2021,729950,"1,611",453,"13711 35th Ave NE, Seattle, WA 98125"
261,4/26/2021,1100000,"2,068",532,"2822 NW 66th St, Seattle, WA 98117"
262,4/26/2021,443500,705,629,"5450 Leary Ave NW #260, Seattle, WA 98107"
263,4/26/2021,760000,"1,340",567,"7621 15th Ave NE, Seattle, WA 98115"
264,4/26/2021,470000,766,614,"769 Hayes St #406, Seattle, WA 98109"
265,4/26/2021,650000,"1,460",445,"5523 33rd Ave S, Seattle, WA 98118"
266,4/26/2021,670000,"1,480",453,"1223 NE 135th St #C, Seattle, WA 98125"
267,4/26/2021,850000,"1,560",545,"1564 Alki Ave SW #201, Seattle, WA 98116"
268,4/26/2021,909000,"1,800",505,"722 N 68th St, Seattle, WA 98103"
269,4/26/2021,1040000,"1,800",578,"4423 Phinney Ave N #G, Seattle, WA 98103"
270,4/26/2021,1112000,"3,010",369,"7001 S Lakeridge Dr, Seattle, WA 98178"
271,4/26/2021,725000,"1,100",659,"6726 Division Ave NW, Seattle, WA 98117"
272,4/26/2021,1975000,"3,050",648,"5746 27th Ave NE, Seattle, WA 98105"
273,4/26/2021,257500,693,372,"750 N 143rd St #B3, Seattle, WA 98133"
274,4/26/2021,945000,"1,300",727,"2530 NE 82nd St, Seattle, WA 98115"
275,4/26/2021,1945000,"3,724",522,"3339 Bella Vista Ave S, Seattle, WA 98144"
276,4/26/2021,2435000,"3,580",680,"926 Federal Ave E, Seattle, WA 98102"
277,4/26/2021,1432000,"2,180",657,"3236 12th Ave W, Seattle, WA 98119"
278,4/26/2021,4510000,"6,657",677,"1670 Broadmoor Dr E, Seattle, WA 98112"
279,4/26/2021,510000,860,593,"13518 Wallingford Ave N, Seattle, WA 98133"
280,4/26/2021,564950,"1,092",517,"14339 Stone Ave N, Seattle, WA 98133"
281,4/26/2021,880000,"2,000",440,"11050 36th Ave SW, Seattle, WA 98146"
282,4/26/2021,480000,"1,552",309,"9716 28th Ave SW, Seattle, WA 98126"
283,4/26/2021,450000,550,818,"640 NW 47th St #C, Seattle, WA 98107"
284,4/26/2021,625000,"1,460",428,"11012 Greenwood Ave N #B, Seattle, WA 98133"
285,4/26/2021,299000,512,584,"1545 NW 57th St #228, Seattle, WA 98107"
286,4/26/2021,895000,"1,780",503,"6101 12th Ave NE, Seattle, WA 98115"
287,4/26/2021,575000,"1,418",406,"2349 Harbor Ave SW #702, Seattle, WA 98126"
288,4/26/2021,2350000,"5,300",443,"6037 Atlas Pl SW, Seattle, WA 98136"
289,4/26/2021,490000,858,571,"1100 E Harrison St #203, Seattle, WA 98102"
290,4/25/2021,540000,"1,413",382,"2665 SW Myrtle St, Seattle, WA 98106"
291,4/25/2021,1215000,"2,168",560,"5519 40th Ave NE, Seattle, WA 98105"
292,4/25/2021,419999,650,646,"76 Cedar St #303, Seattle, WA 98121"
293,4/25/2021,1225000,"2,100",583,"2511 6th Ave W, Seattle, WA 98119"
294,4/25/2021,720000,"1,340",537,"7709 Fremont Ave N, Seattle, WA 98103"
295,4/25/2021,1100000,"2,150",512,"428 NW 117th St, Seattle, WA 98177"
296,4/25/2021,570000,"1,950",292,"10455 2nd Ave SW, Seattle, WA 98146"
297,4/25/2021,1115000,"1,970",566,"6836 34th Ave NE, Seattle, WA 98115"
298,4/25/2021,369000,542,681,"400 Boylston Ave E #205, Seattle, WA 98102"
299,4/25/2021,601500,"1,285",468,"202 W Olympic Pl #205, Seattle, WA 98119"
300,4/25/2021,755000,"1,566",482,"4521 40th Ave SW #A, Seattle, WA 98116"
301,4/25/2021,870000,"1,006",865,"588 Bell St #1108, Seattle, WA 98121"
302,4/25/2021,415000,901,461,"668 S Lane St #409, Seattle, WA 98104"
303,4/25/2021,819500,"1,270",645,"3811 Fremont Ln N, Seattle, WA 98103"
304,4/25/2021,405000,592,684,"1711 E Olive Way #515, Seattle, WA 98102"
305,4/25/2021,840000,"1,301",646,"2400 8th Ave N #1, Seattle, WA 98109"
306,4/25/2021,255400,338,756,"425 Vine St #301, Seattle, WA 98121"
307,4/25/2021,555000,980,566,"4547 8th Ave NE #601, Seattle, WA 98105"
308,4/24/2021,675000,"1,176",574,"5949 41st Ave SW, Seattle, WA 98136"
309,4/24/2021,770000,"2,230",345,"6605 38th Ave S, Seattle, WA 98118"
310,4/24/2021,460000,"1,230",374,"12327 3rd Ave NE, Seattle, WA 98125"
311,4/24/2021,312000,636,491,"840 NE 125th St #311, Seattle, WA 98125"
312,4/24/2021,1550000,"3,080",503,"7334 44th Ave SW, Seattle, WA 98136"
313,4/24/2021,950000,"2,370",401,"5910 18th Ave S, Seattle, WA 98108"
314,4/24/2021,919000,"1,768",520,"7018 Greenwood Ave N, Seattle, WA 98103"
315,4/24/2021,1385000,"2,959",468,"519 NE 115th St, Seattle, WA 98125"
316,4/24/2021,528000,691,764,"632 13th Ave E #7, Seattle, WA 98102"
317,4/24/2021,420000,593,708,"1926 Fairview Ave E #206, Seattle, WA 98102"
318,4/24/2021,820000,"2,440",336,"3010 SW Cycle Ct, Seattle, WA 98126"
319,4/24/2021,585000,858,682,"910 Lenora St #S603, Seattle, WA 98121"
320,4/24/2021,490000,837,585,"1550 Eastlake Ave E #502, Seattle, WA 98102"
321,4/23/2021,590000,"1,225",482,"3104 SW Avalon Way #C, Seattle, WA 98126"
322,4/23/2021,379000,695,545,"2625 13th Ave W #402, Seattle, WA 98119"
323,4/23/2021,2800000,"3,902",718,"1932 NW 95th St, Seattle, WA 98117"
324,4/23/2021,710000,"1,530",464,"8822 16th Ave SW, Seattle, WA 98106"
