County,WeekStartDate,ProbableCases,ConfirmedCases,7-Day Count,7-Day Average,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,14-Day Count,14-Day Case Rate,dtm_updated
Adams County,3/15/2020,0,3,3,0.43,0,0,2,1,0,0,0,16,78.24,2021/06/01 13:58:42
Adams County,3/22/2020,0,13,13,1.86,0,2,5,1,5,0,0,30,146.7,2021/06/01 13:58:42
Adams County,3/29/2020,0,17,17,2.43,2,5,5,3,2,0,0,25,122.25,2021/06/01 13:58:42
Adams County,4/5/2020,0,8,8,1.14,1,2,2,2,1,0,0,10,48.9,2021/06/01 13:58:42
Adams County,4/12/2020,0,2,2,0.29,0,1,0,1,0,0,0,6,29.34,2021/06/01 13:58:42
Adams County,4/19/2020,0,4,4,0.57,0,4,0,0,0,0,0,6,29.34,2021/06/01 13:58:42
Adams County,4/26/2020,0,2,2,0.29,0,1,1,0,0,0,0,3,14.67,2021/06/01 13:58:42
Adams County,5/3/2020,0,1,1,0.14,1,0,0,0,0,0,0,2,9.78,2021/06/01 13:58:42
Adams County,5/10/2020,0,1,1,0.14,0,0,0,1,0,0,0,7,34.23,2021/06/01 13:58:42
Adams County,5/17/2020,0,6,6,0.86,0,1,4,1,0,0,0,23,112.47,2021/06/01 13:58:42
Adams County,5/24/2020,0,17,17,2.43,2,9,0,5,1,0,0,31,151.59,2021/06/01 13:58:42
Adams County,5/31/2020,0,14,14,2,5,4,5,0,0,0,0,26,127.14,2021/06/01 13:58:42
Adams County,6/7/2020,0,12,12,1.71,1,2,2,5,1,0,1,25,122.25,2021/06/01 13:58:42
Adams County,6/14/2020,0,13,13,1.86,1,4,2,5,1,0,0,42,205.38,2021/06/01 13:58:42
Adams County,6/21/2020,0,29,29,4.14,0,13,5,8,3,0,0,83,405.87,2021/06/01 13:58:42
Adams County,6/28/2020,0,54,54,7.71,14,9,9,18,3,1,0,112,547.68,2021/06/01 13:58:42
Adams County,7/5/2020,0,58,58,8.29,17,22,9,7,1,2,0,124,606.36,2021/06/01 13:58:42
Adams County,7/12/2020,0,66,66,9.43,14,18,17,11,4,2,0,118,577.02,2021/06/01 13:58:42
Adams County,7/19/2020,0,52,52,7.43,13,10,8,6,5,10,0,86,420.54,2021/06/01 13:58:42
Adams County,7/26/2020,0,34,34,4.86,6,7,8,9,1,3,0,92,449.88,2021/06/01 13:58:42
Adams County,8/2/2020,0,58,58,8.29,6,19,19,10,3,1,0,111,542.79,2021/06/01 13:58:42
Adams County,8/9/2020,0,53,53,7.57,13,11,12,8,7,2,0,113,552.57,2021/06/01 13:58:42
Adams County,8/16/2020,0,60,60,8.57,14,17,15,8,5,0,1,124,606.36,2021/06/01 13:58:42
Adams County,8/23/2020,0,64,64,9.14,9,23,12,14,5,1,0,156,762.84,2021/06/01 13:58:42
Adams County,8/30/2020,0,92,92,13.14,16,23,18,23,10,2,0,141,689.49,2021/06/01 13:58:42
Adams County,9/6/2020,0,49,49,7,6,17,16,7,1,2,0,93,454.77,2021/06/01 13:58:42
Adams County,9/13/2020,0,44,44,6.29,10,10,9,11,2,2,0,84,410.76,2021/06/01 13:58:42
Adams County,9/20/2020,0,40,40,5.71,1,17,10,11,1,0,0,56,273.84,2021/06/01 13:58:42
Adams County,9/27/2020,0,16,16,2.29,4,3,3,2,4,0,0,36,176.04,2021/06/01 13:58:42
Adams County,10/4/2020,0,20,20,2.86,1,7,3,1,5,3,0,37,180.93,2021/06/01 13:58:42
Adams County,10/11/2020,0,17,17,2.43,3,3,4,3,3,1,0,28,136.92,2021/06/01 13:58:42
Adams County,10/18/2020,0,11,11,1.57,4,6,1,0,0,0,0,47,229.83,2021/06/01 13:58:42
Adams County,10/25/2020,0,36,36,5.14,10,11,9,6,0,0,0,121,591.69,2021/06/01 13:58:42
Adams County,11/1/2020,2,83,85,12.14,15,15,21,24,9,1,0,233,1139.36,2021/06/01 13:58:42
Adams County,11/8/2020,3,145,148,21.14,31,43,34,25,11,4,0,294,1437.65,2021/06/01 13:58:42
Adams County,11/15/2020,11,135,146,20.86,23,45,43,20,15,0,0,214,1046.45,2021/06/01 13:58:42
Adams County,11/22/2020,19,49,68,9.71,9,28,20,11,0,0,0,168,821.52,2021/06/01 13:58:42
Adams County,11/29/2020,17,83,100,14.29,19,31,31,15,3,1,0,177,865.53,2021/06/01 13:58:42
Adams County,12/6/2020,25,52,77,11,20,20,23,9,4,0,1,134,655.26,2021/06/01 13:58:42
Adams County,12/13/2020,10,47,57,8.14,11,13,16,7,9,1,0,84,410.76,2021/06/01 13:58:42
Adams County,12/20/2020,9,18,27,3.86,10,5,0,5,6,1,0,73,356.97,2021/06/01 13:58:42
Adams County,12/27/2020,16,30,46,6.57,7,15,16,5,3,0,0,88,430.32,2021/06/01 13:58:42
Adams County,1/3/2021,3,39,42,6,12,9,11,3,6,1,0,71,347.19,2021/06/01 13:58:42
Adams County,1/10/2021,7,22,29,4.14,5,10,7,4,3,0,0,61,298.29,2021/06/01 13:58:42
Adams County,1/17/2021,4,28,32,4.57,3,12,7,7,3,0,0,83,405.87,2021/06/01 13:58:42
Adams County,1/24/2021,15,36,51,7.29,15,9,7,13,5,2,0,90,440.1,2021/06/01 13:58:42
Adams County,1/31/2021,5,34,39,5.57,7,11,9,6,5,1,0,77,376.53,2021/06/01 13:58:42
Adams County,2/7/2021,4,34,38,5.43,14,10,8,6,0,0,0,47,229.83,2021/06/01 13:58:42
Adams County,2/14/2021,3,6,9,1.29,2,1,2,3,0,1,0,16,78.24,2021/06/01 13:58:42
Adams County,2/21/2021,2,5,7,1,1,2,3,0,1,0,0,15,73.35,2021/06/01 13:58:42
Adams County,2/28/2021,1,7,8,1.14,1,2,3,1,1,0,0,17,83.13,2021/06/01 13:58:42
Adams County,3/7/2021,0,9,9,1.29,3,0,3,0,3,0,0,20,97.8,2021/06/01 13:58:42
Adams County,3/14/2021,0,11,11,1.57,2,2,4,1,2,0,0,32,156.48,2021/06/01 13:58:42
Adams County,3/21/2021,2,19,21,3,7,8,5,1,0,0,0,32,156.48,2021/06/01 13:58:42
Adams County,3/28/2021,1,10,11,1.57,6,2,3,0,0,0,0,27,132.03,2021/06/01 13:58:42
Adams County,4/4/2021,1,15,16,2.29,6,6,4,0,0,0,0,37,180.93,2021/06/01 13:58:42
Adams County,4/11/2021,7,14,21,3,5,4,8,3,1,0,0,38,185.82,2021/06/01 13:58:42
Adams County,4/18/2021,0,17,17,2.43,9,1,5,1,1,0,0,42,205.38,2021/06/01 13:58:42
Adams County,4/25/2021,3,22,25,3.57,7,4,8,4,2,0,0,49,239.61,2021/06/01 13:58:42
Adams County,5/2/2021,1,23,24,3.43,9,7,4,2,2,0,0,51,249.39,2021/06/01 13:58:42
Adams County,5/9/2021,7,20,27,3.86,12,6,6,1,2,0,0,45,220.05,2021/06/01 13:58:42
Adams County,5/16/2021,7,11,18,2.57,4,4,3,5,1,1,0,34,166.26,2021/06/01 13:58:42
Adams County,5/23/2021,2,14,16,2.29,6,3,2,1,2,2,0,0,0,2021/06/01 13:58:42
Asotin County,3/29/2020,0,4,4,0.57,0,0,2,0,2,0,0,8,35.34,2021/06/01 13:58:42
Asotin County,4/5/2020,0,4,4,0.57,0,0,1,2,0,1,0,10,44.17,2021/06/01 13:58:42
Asotin County,4/12/2020,0,6,6,0.86,0,0,2,4,0,0,0,10,44.17,2021/06/01 13:58:42
Asotin County,4/19/2020,0,4,4,0.57,1,0,0,2,0,1,0,4,17.67,2021/06/01 13:58:42
Asotin County,5/17/2020,0,1,1,0.14,0,0,1,0,0,0,0,1,4.42,2021/06/01 13:58:42
Asotin County,6/7/2020,0,1,1,0.14,0,0,0,0,1,0,0,1,4.42,2021/06/01 13:58:42
Asotin County,6/21/2020,0,1,1,0.14,0,0,0,1,0,0,0,2,8.83,2021/06/01 13:58:42
Asotin County,6/28/2020,0,1,1,0.14,0,0,0,1,0,0,0,1,4.42,2021/06/01 13:58:42
Asotin County,7/19/2020,0,2,2,0.29,0,1,1,0,0,0,0,4,17.67,2021/06/01 13:58:42
Asotin County,7/26/2020,0,2,2,0.29,1,1,0,0,0,0,0,7,30.92,2021/06/01 13:58:42
Asotin County,8/2/2020,0,5,5,0.71,0,3,1,1,0,0,0,19,83.92,2021/06/01 13:58:42
Asotin County,8/9/2020,0,14,14,2,1,7,2,2,2,0,0,19,83.92,2021/06/01 13:58:42
Asotin County,8/16/2020,0,5,5,0.71,0,3,1,1,0,0,0,9,39.75,2021/06/01 13:58:42
Asotin County,8/23/2020,0,4,4,0.57,1,0,0,2,1,0,0,11,48.59,2021/06/01 13:58:42
Asotin County,8/30/2020,0,7,7,1,1,2,0,2,2,0,0,22,97.17,2021/06/01 13:58:42
Asotin County,9/6/2020,0,15,15,2.14,2,1,1,4,6,1,0,37,163.43,2021/06/01 13:58:42
Asotin County,9/13/2020,0,22,22,3.14,3,3,4,4,6,2,0,47,207.6,2021/06/01 13:58:42
Asotin County,9/20/2020,0,25,25,3.57,3,3,1,7,4,7,0,41,181.1,2021/06/01 13:58:42
Asotin County,9/27/2020,0,16,16,2.29,1,3,1,4,3,4,0,38,167.84,2021/06/01 13:58:42
Asotin County,10/4/2020,0,22,22,3.14,2,3,4,5,4,4,0,64,282.69,2021/06/01 13:58:42
Asotin County,10/11/2020,0,42,42,6,4,13,11,11,1,2,0,87,384.28,2021/06/01 13:58:42
Asotin County,10/18/2020,0,45,45,6.43,4,14,7,12,7,1,0,138,609.54,2021/06/01 13:58:42
Asotin County,10/25/2020,0,93,93,13.29,9,29,20,21,10,4,0,229,1011.48,2021/06/01 13:58:42
Asotin County,11/1/2020,0,136,136,19.43,13,39,25,34,20,5,0,290,1280.92,2021/06/01 13:58:42
Asotin County,11/8/2020,0,154,154,22,19,45,27,38,18,7,0,271,1197,2021/06/01 13:58:42
Asotin County,11/15/2020,0,117,117,16.71,11,25,31,22,20,8,0,186,821.55,2021/06/01 13:58:42
Asotin County,11/22/2020,0,69,69,9.86,3,15,13,18,14,6,0,162,715.55,2021/06/01 13:58:42
Asotin County,11/29/2020,0,93,93,13.29,9,17,17,25,17,8,0,154,680.21,2021/06/01 13:58:42
Asotin County,12/6/2020,0,61,61,8.71,9,21,8,18,3,2,0,122,538.87,2021/06/01 13:58:42
Asotin County,12/13/2020,0,61,61,8.71,2,16,18,11,12,2,0,101,446.11,2021/06/01 13:58:42
Asotin County,12/20/2020,0,40,40,5.71,5,12,9,7,4,3,0,112,494.7,2021/06/01 13:58:42
Asotin County,12/27/2020,0,72,72,10.29,3,16,10,16,21,6,0,121,534.45,2021/06/01 13:58:42
Asotin County,1/3/2021,0,49,49,7,3,17,7,14,5,3,0,69,304.77,2021/06/01 13:58:42
Asotin County,1/10/2021,0,20,20,2.86,4,3,7,3,2,1,0,41,181.1,2021/06/01 13:58:42
Asotin County,1/17/2021,0,21,21,3,3,5,6,3,2,2,0,42,185.51,2021/06/01 13:58:42
Asotin County,1/24/2021,0,21,21,3,5,0,4,7,5,0,0,42,185.51,2021/06/01 13:58:42
Asotin County,1/31/2021,1,20,21,3,1,5,5,5,3,2,0,36,159.01,2021/06/01 13:58:42
Asotin County,2/7/2021,0,15,15,2.14,2,4,2,3,1,3,0,20,88.34,2021/06/01 13:58:42
Asotin County,2/14/2021,0,5,5,0.71,0,0,2,2,1,0,0,11,48.59,2021/06/01 13:58:42
Asotin County,2/21/2021,1,5,6,0.86,1,2,2,0,1,0,0,11,48.59,2021/06/01 13:58:42
Asotin County,2/28/2021,0,5,5,0.71,0,2,1,0,1,1,0,20,88.34,2021/06/01 13:58:42
Asotin County,3/7/2021,0,15,15,2.14,4,3,2,4,2,0,0,28,123.67,2021/06/01 13:58:42
Asotin County,3/14/2021,1,12,13,1.86,1,2,1,6,2,1,0,23,101.59,2021/06/01 13:58:42
Asotin County,3/21/2021,0,10,10,1.43,2,1,2,3,2,0,0,24,106.01,2021/06/01 13:58:42
Asotin County,3/28/2021,0,14,14,2,4,4,2,4,0,0,0,23,101.59,2021/06/01 13:58:42
Asotin County,4/4/2021,1,8,9,1.29,2,1,5,0,1,0,0,17,75.09,2021/06/01 13:58:42
Asotin County,4/11/2021,0,8,8,1.14,2,1,1,2,2,0,0,20,88.34,2021/06/01 13:58:42
Asotin County,4/18/2021,0,12,12,1.71,0,1,3,5,3,0,0,40,176.68,2021/06/01 13:58:42
Asotin County,4/25/2021,2,26,28,4,8,8,7,2,3,0,0,52,229.68,2021/06/01 13:58:42
Asotin County,5/2/2021,3,21,24,3.43,6,7,3,4,3,1,0,45,198.76,2021/06/01 13:58:42
Asotin County,5/9/2021,3,18,21,3,9,4,3,3,1,1,0,32,141.34,2021/06/01 13:58:42
Asotin County,5/16/2021,1,10,11,1.57,1,4,1,3,1,1,0,20,88.34,2021/06/01 13:58:42
Asotin County,5/23/2021,3,6,9,1.29,0,5,0,0,2,2,0,0,0,2021/06/01 13:58:42
Benton County,3/8/2020,0,3,3,0.43,0,0,0,0,2,1,0,24,11.67,2021/06/01 13:58:42
Benton County,3/15/2020,0,21,21,3,0,4,2,5,5,5,0,128,62.23,2021/06/01 13:58:42
Benton County,3/22/2020,0,107,107,15.29,3,14,16,15,20,38,1,180,87.51,2021/06/01 13:58:42
Benton County,3/29/2020,0,73,73,10.43,3,14,13,11,13,19,0,157,76.32,2021/06/01 13:58:42
Benton County,4/5/2020,0,84,84,12,7,18,22,26,10,1,0,149,72.44,2021/06/01 13:58:42
Benton County,4/12/2020,0,65,65,9.29,3,13,19,16,11,3,0,189,91.88,2021/06/01 13:58:42
Benton County,4/19/2020,0,124,124,17.71,6,46,36,19,8,9,0,205,99.66,2021/06/01 13:58:42
Benton County,4/26/2020,0,81,81,11.57,7,23,13,11,15,12,0,134,65.14,2021/06/01 13:58:42
Benton County,5/3/2020,0,53,53,7.57,3,7,17,10,11,5,0,122,59.31,2021/06/01 13:58:42
Benton County,5/10/2020,0,69,69,9.86,4,25,21,12,6,1,0,163,79.24,2021/06/01 13:58:42
Benton County,5/17/2020,0,94,94,13.43,9,25,24,10,8,18,0,191,92.85,2021/06/01 13:58:42
Benton County,5/24/2020,0,97,97,13.86,13,30,25,16,10,3,0,276,134.18,2021/06/01 13:58:42
Benton County,5/31/2020,0,179,179,25.57,21,54,52,36,10,6,0,392,190.57,2021/06/01 13:58:42
Benton County,6/7/2020,0,213,213,30.43,20,70,62,41,14,6,0,489,237.72,2021/06/01 13:58:42
Benton County,6/14/2020,0,276,276,39.43,32,86,63,51,23,21,0,579,281.48,2021/06/01 13:58:42
Benton County,6/21/2020,1,302,303,43.29,41,106,86,42,17,11,0,642,312.11,2021/06/01 13:58:42
Benton County,6/28/2020,0,339,339,48.43,40,126,79,61,24,9,0,858,417.11,2021/06/01 13:58:42
Benton County,7/5/2020,0,519,519,74.14,79,225,110,65,28,12,0,825,401.07,2021/06/01 13:58:42
Benton County,7/12/2020,0,306,306,43.71,56,120,64,46,16,2,2,694,337.38,2021/06/01 13:58:42
Benton County,7/19/2020,5,383,388,55.43,73,144,88,59,18,5,1,608,295.58,2021/06/01 13:58:42
Benton County,7/26/2020,4,216,220,31.43,43,57,53,44,18,5,0,385,187.17,2021/06/01 13:58:42
Benton County,8/2/2020,1,164,165,23.57,37,39,52,25,11,1,0,297,144.39,2021/06/01 13:58:42
Benton County,8/9/2020,6,126,132,18.86,28,44,30,23,7,0,0,258,125.43,2021/06/01 13:58:42
Benton County,8/16/2020,2,124,126,18,19,43,26,26,9,3,0,284,138.07,2021/06/01 13:58:42
Benton County,8/23/2020,7,151,158,22.57,18,62,29,40,5,4,0,252,122.51,2021/06/01 13:58:42
Benton County,8/30/2020,1,93,94,13.43,11,37,21,12,10,3,0,179,87.02,2021/06/01 13:58:42
Benton County,9/6/2020,2,83,85,12.14,17,24,22,12,9,1,0,192,93.34,2021/06/01 13:58:42
Benton County,9/13/2020,3,104,107,15.29,19,24,26,19,14,5,0,216,105.01,2021/06/01 13:58:42
Benton County,9/20/2020,3,106,109,15.57,16,37,25,19,9,3,0,277,134.66,2021/06/01 13:58:42
Benton County,9/27/2020,2,166,168,24,33,41,48,31,8,7,0,310,150.7,2021/06/01 13:58:42
Benton County,10/4/2020,1,141,142,20.29,25,41,38,27,9,2,0,320,155.57,2021/06/01 13:58:42
Benton County,10/11/2020,7,171,178,25.43,26,61,39,37,12,3,0,359,174.53,2021/06/01 13:58:42
Benton County,10/18/2020,2,179,181,25.86,31,39,50,34,23,4,0,496,241.13,2021/06/01 13:58:42
Benton County,10/25/2020,13,302,315,45,40,107,81,55,24,8,0,879,427.32,2021/06/01 13:58:42
Benton County,11/1/2020,3,561,564,80.57,81,182,136,108,46,11,0,1270,617.4,2021/06/01 13:58:42
Benton County,11/8/2020,23,683,706,100.86,114,210,173,147,50,12,0,1526,741.86,2021/06/01 13:58:42
Benton County,11/15/2020,33,787,820,117.14,122,245,196,162,72,22,1,1479,719.01,2021/06/01 13:58:42
Benton County,11/22/2020,22,637,659,94.14,120,181,165,123,53,17,0,1537,747.2,2021/06/01 13:58:42
Benton County,11/29/2020,26,852,878,125.43,137,290,219,137,83,12,0,1665,809.43,2021/06/01 13:58:42
Benton County,12/6/2020,30,757,787,112.43,159,231,184,127,53,28,5,1529,743.32,2021/06/01 13:58:42
Benton County,12/13/2020,21,721,742,106,126,225,169,144,65,13,0,1203,584.83,2021/06/01 13:58:42
Benton County,12/20/2020,13,448,461,65.86,78,124,102,101,47,9,0,1142,555.18,2021/06/01 13:58:42
Benton County,12/27/2020,19,662,681,97.29,134,211,156,110,59,11,0,1516,737,2021/06/01 13:58:42
Benton County,1/3/2021,36,799,835,119.29,198,242,183,124,58,30,0,1395,678.17,2021/06/01 13:58:42
Benton County,1/10/2021,20,540,560,80,115,149,149,88,45,14,0,1013,492.46,2021/06/01 13:58:42
Benton County,1/17/2021,29,424,453,64.71,107,114,119,76,24,11,2,835,405.93,2021/06/01 13:58:42
Benton County,1/24/2021,19,363,382,54.57,94,88,92,67,28,12,1,715,347.59,2021/06/01 13:58:42
Benton County,1/31/2021,23,310,333,47.57,87,70,82,63,21,10,0,593,288.28,2021/06/01 13:58:42
Benton County,2/7/2021,15,245,260,37.14,60,71,59,47,19,4,0,472,229.46,2021/06/01 13:58:42
Benton County,2/14/2021,15,197,212,30.29,47,59,50,32,16,8,0,366,177.93,2021/06/01 13:58:42
Benton County,2/21/2021,10,144,154,22,43,42,42,17,9,1,0,322,156.54,2021/06/01 13:58:42
Benton County,2/28/2021,19,149,168,24,38,60,35,26,8,1,0,292,141.95,2021/06/01 13:58:42
Benton County,3/7/2021,11,113,124,17.71,26,31,38,21,7,1,0,284,138.07,2021/06/01 13:58:42
Benton County,3/14/2021,25,135,160,22.86,36,47,38,30,9,0,0,308,149.73,2021/06/01 13:58:42
Benton County,3/21/2021,12,136,148,21.14,39,56,32,16,5,0,0,325,158,2021/06/01 13:58:42
Benton County,3/28/2021,24,153,177,25.29,36,58,38,37,8,0,0,372,180.85,2021/06/01 13:58:42
Benton County,4/4/2021,25,170,195,27.86,47,70,49,21,4,3,1,459,223.14,2021/06/01 13:58:42
Benton County,4/11/2021,34,230,264,37.71,82,62,73,36,5,5,1,477,231.89,2021/06/01 13:58:42
Benton County,4/18/2021,16,197,213,30.43,58,63,52,29,10,1,0,435,211.47,2021/06/01 13:58:42
Benton County,4/25/2021,18,204,222,31.71,66,70,47,23,11,5,0,391,190.08,2021/06/01 13:58:42
Benton County,5/2/2021,14,155,169,24.14,53,52,40,18,4,2,0,304,147.79,2021/06/01 13:58:42
Benton County,5/9/2021,6,129,135,19.29,45,37,29,17,6,1,0,254,123.48,2021/06/01 13:58:42
Benton County,5/16/2021,7,112,119,17,35,29,32,14,5,4,0,220,106.95,2021/06/01 13:58:42
Benton County,5/23/2021,12,89,101,14.43,40,21,21,10,9,0,0,0,0,2021/06/01 13:58:42
Chelan County,3/8/2020,0,2,2,0.29,0,1,0,1,0,0,0,9,11.3,2021/06/01 13:58:42
Chelan County,3/15/2020,0,7,7,1,0,1,0,4,0,2,0,14,17.57,2021/06/01 13:58:42
Chelan County,3/22/2020,0,7,7,1,0,1,0,1,1,4,0,24,30.13,2021/06/01 13:58:42
Chelan County,3/29/2020,0,17,17,2.43,1,5,4,2,4,1,0,45,56.49,2021/06/01 13:58:42
Chelan County,4/5/2020,0,28,28,4,0,6,6,10,5,1,0,48,60.26,2021/06/01 13:58:42
Chelan County,4/12/2020,0,20,20,2.86,1,14,4,1,0,0,0,35,43.94,2021/06/01 13:58:42
Chelan County,4/19/2020,0,15,15,2.14,1,5,7,1,1,0,0,46,57.75,2021/06/01 13:58:42
Chelan County,4/26/2020,0,31,31,4.43,4,8,9,5,5,0,0,57,71.55,2021/06/01 13:58:42
Chelan County,5/3/2020,0,26,26,3.71,5,8,4,9,0,0,0,58,72.81,2021/06/01 13:58:42
Chelan County,5/10/2020,0,32,32,4.57,7,8,13,2,1,1,0,83,104.19,2021/06/01 13:58:42
Chelan County,5/17/2020,0,51,51,7.29,5,16,24,5,1,0,0,68,85.36,2021/06/01 13:58:42
Chelan County,5/24/2020,0,17,17,2.43,3,3,5,4,2,0,0,31,38.92,2021/06/01 13:58:42
Chelan County,5/31/2020,0,14,14,2,4,6,2,1,1,0,0,23,28.87,2021/06/01 13:58:42
Chelan County,6/7/2020,0,9,9,1.29,4,3,2,0,0,0,0,26,32.64,2021/06/01 13:58:42
Chelan County,6/14/2020,0,17,17,2.43,0,8,4,4,0,1,0,57,71.55,2021/06/01 13:58:42
Chelan County,6/21/2020,0,40,40,5.71,2,17,11,6,2,2,0,150,188.3,2021/06/01 13:58:42
Chelan County,6/28/2020,0,110,110,15.71,18,35,30,16,8,3,0,264,331.41,2021/06/01 13:58:42
Chelan County,7/5/2020,0,154,154,22,23,52,44,23,7,5,0,332,416.77,2021/06/01 13:58:42
Chelan County,7/12/2020,0,178,178,25.43,22,67,44,37,5,3,0,386,484.56,2021/06/01 13:58:42
Chelan County,7/19/2020,1,207,208,29.71,40,66,53,26,16,7,0,442,554.86,2021/06/01 13:58:42
Chelan County,7/26/2020,1,233,234,33.43,48,82,54,34,14,2,0,410,514.69,2021/06/01 13:58:42
Chelan County,8/2/2020,8,168,176,25.14,21,50,61,34,9,1,0,346,434.35,2021/06/01 13:58:42
Chelan County,8/9/2020,4,166,170,24.29,28,51,44,36,10,1,0,301,377.86,2021/06/01 13:58:42
Chelan County,8/16/2020,4,127,131,18.71,18,46,35,19,12,1,0,223,279.94,2021/06/01 13:58:42
Chelan County,8/23/2020,39,53,92,13.14,11,35,23,20,1,2,0,178,223.45,2021/06/01 13:58:42
Chelan County,8/30/2020,41,45,86,12.29,23,18,23,15,6,1,0,181,227.22,2021/06/01 13:58:42
Chelan County,9/6/2020,44,51,95,13.57,23,20,29,16,6,1,0,141,177,2021/06/01 13:58:42
Chelan County,9/13/2020,34,12,46,6.57,2,11,11,13,9,0,0,102,128.04,2021/06/01 13:58:42
Chelan County,9/20/2020,36,20,56,8,7,28,11,5,4,1,0,106,133.07,2021/06/01 13:58:42
Chelan County,9/27/2020,21,29,50,7.14,12,22,7,7,2,0,0,125,156.92,2021/06/01 13:58:42
Chelan County,10/4/2020,32,43,75,10.71,14,24,14,18,4,1,0,148,185.79,2021/06/01 13:58:42
Chelan County,10/11/2020,31,42,73,10.43,15,26,13,12,6,1,0,139,174.49,2021/06/01 13:58:42
Chelan County,10/18/2020,28,38,66,9.43,9,16,19,12,8,2,0,184,230.98,2021/06/01 13:58:42
Chelan County,10/25/2020,78,40,118,16.86,24,36,28,17,11,2,0,304,381.62,2021/06/01 13:58:42
Chelan County,11/1/2020,116,70,186,26.57,46,36,51,45,8,0,0,467,586.24,2021/06/01 13:58:42
Chelan County,11/8/2020,202,79,281,40.14,71,74,59,44,32,1,0,671,842.33,2021/06/01 13:58:42
Chelan County,11/15/2020,265,125,390,55.71,69,100,97,75,33,16,0,756,949.03,2021/06/01 13:58:42
Chelan County,11/22/2020,202,164,366,52.29,45,88,85,84,47,17,0,741,930.2,2021/06/01 13:58:42
Chelan County,11/29/2020,257,118,375,53.57,76,104,92,56,34,13,0,671,842.33,2021/06/01 13:58:42
Chelan County,12/6/2020,209,87,296,42.29,57,83,76,51,20,9,0,583,731.86,2021/06/01 13:58:42
Chelan County,12/13/2020,196,91,287,41,64,74,56,48,30,14,1,487,611.35,2021/06/01 13:58:42
Chelan County,12/20/2020,140,60,200,28.57,38,49,55,34,17,7,0,477,598.79,2021/06/01 13:58:42
Chelan County,12/27/2020,180,97,277,39.57,48,92,61,40,25,11,0,512,642.73,2021/06/01 13:58:42
Chelan County,1/3/2021,161,74,235,33.57,51,63,45,45,25,6,0,413,518.45,2021/06/01 13:58:42
Chelan County,1/10/2021,125,53,178,25.43,35,38,48,28,20,9,0,321,402.96,2021/06/01 13:58:42
Chelan County,1/17/2021,95,48,143,20.43,26,32,23,29,19,14,0,261,327.64,2021/06/01 13:58:42
Chelan County,1/24/2021,85,33,118,16.86,20,18,25,25,15,15,0,219,274.92,2021/06/01 13:58:42
Chelan County,1/31/2021,84,17,101,14.43,29,21,15,19,15,2,0,194,243.54,2021/06/01 13:58:42
Chelan County,2/7/2021,61,32,93,13.29,29,16,24,14,10,0,0,146,183.28,2021/06/01 13:58:42
Chelan County,2/14/2021,39,14,53,7.57,10,9,14,8,9,3,0,80,100.43,2021/06/01 13:58:42
Chelan County,2/21/2021,20,7,27,3.86,10,4,7,1,3,2,0,72,90.38,2021/06/01 13:58:42
Chelan County,2/28/2021,35,10,45,6.43,11,13,11,7,3,0,0,79,99.17,2021/06/01 13:58:42
Chelan County,3/7/2021,29,5,34,4.86,4,10,7,9,3,1,0,119,149.38,2021/06/01 13:58:42
Chelan County,3/14/2021,71,14,85,12.14,24,24,17,11,8,1,0,168,210.9,2021/06/01 13:58:42
Chelan County,3/21/2021,63,20,83,11.86,19,28,19,10,7,0,0,160,200.85,2021/06/01 13:58:42
Chelan County,3/28/2021,65,12,77,11,15,18,20,17,6,1,0,145,182.02,2021/06/01 13:58:42
Chelan County,4/4/2021,52,16,68,9.71,12,19,17,16,3,1,0,140,175.75,2021/06/01 13:58:42
Chelan County,4/11/2021,55,17,72,10.29,19,21,11,14,6,1,0,150,188.3,2021/06/01 13:58:42
Chelan County,4/18/2021,56,22,78,11.14,28,16,14,14,6,0,0,122,153.15,2021/06/01 13:58:42
Chelan County,4/25/2021,32,12,44,6.29,14,12,11,3,3,1,0,80,100.43,2021/06/01 13:58:42
Chelan County,5/2/2021,26,10,36,5.14,9,11,12,4,0,0,0,74,92.89,2021/06/01 13:58:42
Chelan County,5/9/2021,22,16,38,5.43,7,12,13,2,4,0,0,85,106.7,2021/06/01 13:58:42
Chelan County,5/16/2021,38,9,47,6.71,15,7,7,9,7,2,0,82,102.94,2021/06/01 13:58:42
Chelan County,5/23/2021,25,10,35,5,11,16,2,4,2,0,0,0,0,2021/06/01 13:58:42
Clallam County,3/8/2020,0,1,1,0.14,0,0,0,0,1,0,0,5,6.51,2021/06/01 13:58:42
Clallam County,3/15/2020,0,4,4,0.57,0,0,2,0,2,0,0,8,10.42,2021/06/01 13:58:42
Clallam County,3/22/2020,0,4,4,0.57,0,1,0,1,2,0,0,4,5.21,2021/06/01 13:58:42
Clallam County,4/5/2020,0,3,3,0.43,0,2,0,1,0,0,0,5,6.51,2021/06/01 13:58:42
Clallam County,4/12/2020,0,2,2,0.29,0,0,0,2,0,0,0,5,6.51,2021/06/01 13:58:42
Clallam County,4/19/2020,0,3,3,0.43,0,2,1,0,0,0,0,5,6.51,2021/06/01 13:58:42
Clallam County,4/26/2020,0,2,2,0.29,0,0,1,0,0,1,0,2,2.61,2021/06/01 13:58:42
