County,WeekStartDate,ProbableCases,ConfirmedCases,7-Day Count,7-Day Average,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,14-Day Count,14-Day Case Rate,dtm_updated
Lewis County,11/29/2020,70,248,318,45.43,71,77,72,62,29,7,0,550,685.36,2021/06/01 13:58:42
Lewis County,12/6/2020,32,200,232,33.14,30,53,85,35,17,12,0,489,609.35,2021/06/01 13:58:42
Lewis County,12/13/2020,39,218,257,36.71,51,61,65,42,25,13,0,418,520.87,2021/06/01 13:58:42
Lewis County,12/20/2020,30,131,161,23,31,47,38,21,17,6,1,383,477.26,2021/06/01 13:58:42
Lewis County,12/27/2020,34,188,222,31.71,40,68,42,43,26,3,0,458,570.72,2021/06/01 13:58:42
Lewis County,1/3/2021,36,200,236,33.71,27,71,48,55,27,8,0,462,575.7,2021/06/01 13:58:42
Lewis County,1/10/2021,42,184,226,32.29,26,46,46,59,39,10,0,391,487.23,2021/06/01 13:58:42
Lewis County,1/17/2021,13,152,165,23.57,36,31,28,39,26,5,0,327,407.48,2021/06/01 13:58:42
Lewis County,1/24/2021,42,120,162,23.14,28,50,31,34,17,2,0,288,358.88,2021/06/01 13:58:42
Lewis County,1/31/2021,15,111,126,18,15,37,22,24,21,7,0,218,271.65,2021/06/01 13:58:42
Lewis County,2/7/2021,20,72,92,13.14,12,18,18,22,16,6,0,192,239.25,2021/06/01 13:58:42
Lewis County,2/14/2021,33,67,100,14.29,16,28,22,20,8,6,0,171,213.08,2021/06/01 13:58:42
Lewis County,2/21/2021,26,45,71,10.14,8,22,10,17,8,6,0,127,158.26,2021/06/01 13:58:42
Lewis County,2/28/2021,21,35,56,8,12,9,11,9,9,6,0,111,138.32,2021/06/01 13:58:42
Lewis County,3/7/2021,20,35,55,7.86,6,11,13,15,6,4,0,81,100.93,2021/06/01 13:58:42
Lewis County,3/14/2021,6,20,26,3.71,0,5,8,9,4,0,0,76,94.7,2021/06/01 13:58:42
Lewis County,3/21/2021,10,40,50,7.14,5,13,11,12,4,4,1,126,157.01,2021/06/01 13:58:42
Lewis County,3/28/2021,30,46,76,10.86,10,18,19,16,3,5,5,174,216.82,2021/06/01 13:58:42
Lewis County,4/4/2021,38,60,98,14,22,28,17,15,11,5,0,184,229.28,2021/06/01 13:58:42
Lewis County,4/11/2021,27,59,86,12.29,21,23,19,18,5,0,0,168,209.35,2021/06/01 13:58:42
Lewis County,4/18/2021,25,57,82,11.71,13,23,19,20,6,1,0,204,254.21,2021/06/01 13:58:42
Lewis County,4/25/2021,40,82,122,17.43,30,31,28,21,10,2,0,252,314.02,2021/06/01 13:58:42
Lewis County,5/2/2021,47,83,130,18.57,25,27,35,26,14,3,0,295,367.6,2021/06/01 13:58:42
Lewis County,5/9/2021,62,103,165,23.57,28,47,41,26,20,3,0,301,375.08,2021/06/01 13:58:42
Lewis County,5/16/2021,51,85,136,19.43,39,33,30,20,11,3,0,217,270.4,2021/06/01 13:58:42
Lewis County,5/23/2021,29,52,81,11.57,22,21,20,10,4,4,0,0,0,2021/06/01 13:58:42
Lincoln County,3/8/2020,0,1,1,0.14,0,0,0,0,1,0,0,1,9.05,2021/06/01 13:58:42
Lincoln County,4/5/2020,0,1,1,0.14,0,0,0,0,1,0,0,1,9.05,2021/06/01 13:58:42
Lincoln County,6/21/2020,0,2,2,0.29,0,0,0,2,0,0,0,2,18.1,2021/06/01 13:58:42
Lincoln County,7/12/2020,0,2,2,0.29,0,0,1,1,0,0,0,7,63.35,2021/06/01 13:58:42
Lincoln County,7/19/2020,0,5,5,0.71,1,2,0,1,1,0,0,11,99.55,2021/06/01 13:58:42
Lincoln County,7/26/2020,0,6,6,0.86,2,1,0,1,2,0,0,16,144.8,2021/06/01 13:58:42
Lincoln County,8/2/2020,0,10,10,1.43,2,2,3,3,0,0,0,14,126.7,2021/06/01 13:58:42
Lincoln County,8/9/2020,0,4,4,0.57,0,0,0,0,2,0,2,4,36.2,2021/06/01 13:58:42
Lincoln County,8/30/2020,0,2,2,0.29,0,1,0,1,0,0,0,7,63.35,2021/06/01 13:58:42
Lincoln County,9/6/2020,0,5,5,0.71,2,1,0,2,0,0,0,7,63.35,2021/06/01 13:58:42
Lincoln County,9/13/2020,0,2,2,0.29,0,0,0,0,2,0,0,12,108.6,2021/06/01 13:58:42
Lincoln County,9/20/2020,0,10,10,1.43,2,1,4,2,1,0,0,20,181,2021/06/01 13:58:42
Lincoln County,9/27/2020,0,10,10,1.43,3,0,4,0,1,0,2,13,117.65,2021/06/01 13:58:42
Lincoln County,10/4/2020,0,3,3,0.43,0,1,1,1,0,0,0,7,63.35,2021/06/01 13:58:42
Lincoln County,10/11/2020,0,4,4,0.57,0,0,1,1,2,0,0,13,117.65,2021/06/01 13:58:42
Lincoln County,10/18/2020,0,9,9,1.29,0,1,1,5,2,0,0,16,144.8,2021/06/01 13:58:42
Lincoln County,10/25/2020,0,7,7,1,0,1,2,4,0,0,0,13,117.65,2021/06/01 13:58:42
Lincoln County,11/1/2020,1,5,6,0.86,1,1,1,3,0,0,0,41,371.04,2021/06/01 13:58:42
Lincoln County,11/8/2020,0,35,35,5,6,3,6,4,2,13,1,71,642.53,2021/06/01 13:58:42
Lincoln County,11/15/2020,3,33,36,5.14,2,9,8,9,4,4,0,56,506.79,2021/06/01 13:58:42
Lincoln County,11/22/2020,1,19,20,2.86,0,3,6,5,5,1,0,41,371.04,2021/06/01 13:58:42
Lincoln County,11/29/2020,1,20,21,3,2,3,6,6,2,2,0,38,343.89,2021/06/01 13:58:42
Lincoln County,12/6/2020,0,17,17,2.43,0,5,3,3,5,1,0,26,235.29,2021/06/01 13:58:42
Lincoln County,12/13/2020,0,9,9,1.29,2,2,3,0,2,0,0,27,244.34,2021/06/01 13:58:42
Lincoln County,12/20/2020,0,18,18,2.57,0,5,5,8,0,0,0,40,361.99,2021/06/01 13:58:42
Lincoln County,12/27/2020,0,22,22,3.14,3,3,3,7,6,0,0,37,334.84,2021/06/01 13:58:42
Lincoln County,1/3/2021,1,14,15,2.14,2,3,2,3,4,1,0,25,226.24,2021/06/01 13:58:42
Lincoln County,1/10/2021,0,10,10,1.43,1,3,4,2,0,0,0,20,181,2021/06/01 13:58:42
Lincoln County,1/17/2021,1,9,10,1.43,2,1,2,1,4,0,0,19,171.95,2021/06/01 13:58:42
Lincoln County,1/24/2021,0,9,9,1.29,2,2,2,2,1,0,0,23,208.14,2021/06/01 13:58:42
Lincoln County,1/31/2021,0,14,14,2,6,1,2,2,3,0,0,26,235.29,2021/06/01 13:58:42
Lincoln County,2/7/2021,0,12,12,1.71,0,1,2,9,0,0,0,13,117.65,2021/06/01 13:58:42
Lincoln County,2/14/2021,0,1,1,0.14,0,0,1,0,0,0,0,4,36.2,2021/06/01 13:58:42
Lincoln County,2/21/2021,0,3,3,0.43,0,0,1,0,1,1,0,4,36.2,2021/06/01 13:58:42
Lincoln County,2/28/2021,1,0,1,0.14,0,0,0,1,0,0,0,5,45.25,2021/06/01 13:58:42
Lincoln County,3/7/2021,0,4,4,0.57,0,1,2,1,0,0,0,6,54.3,2021/06/01 13:58:42
Lincoln County,3/14/2021,1,1,2,0.29,0,0,2,0,0,0,0,7,63.35,2021/06/01 13:58:42
Lincoln County,3/21/2021,0,5,5,0.71,2,0,1,0,1,1,0,50,452.49,2021/06/01 13:58:42
Lincoln County,3/28/2021,10,35,45,6.43,31,1,7,4,0,2,0,52,470.59,2021/06/01 13:58:42
Lincoln County,4/4/2021,0,7,7,1,3,0,1,2,1,0,0,23,208.14,2021/06/01 13:58:42
Lincoln County,4/11/2021,0,16,16,2.29,7,1,4,1,2,1,0,47,425.34,2021/06/01 13:58:42
Lincoln County,4/18/2021,2,29,31,4.43,15,3,2,5,5,1,0,56,506.79,2021/06/01 13:58:42
Lincoln County,4/25/2021,4,21,25,3.57,9,1,8,5,1,1,0,49,443.44,2021/06/01 13:58:42
Lincoln County,5/2/2021,0,24,24,3.43,5,4,2,5,7,1,0,50,452.49,2021/06/01 13:58:42
Lincoln County,5/9/2021,2,24,26,3.71,5,3,2,10,5,1,0,68,615.38,2021/06/01 13:58:42
Lincoln County,5/16/2021,11,31,42,6,18,5,9,8,0,2,0,75,678.73,2021/06/01 13:58:42
Lincoln County,5/23/2021,3,30,33,4.71,7,7,6,7,6,0,0,0,0,2021/06/01 13:58:42
Mason County,3/15/2020,0,3,3,0.43,0,0,1,0,1,1,0,6,9.14,2021/06/01 13:58:42
Mason County,3/22/2020,0,3,3,0.43,0,0,0,1,2,0,0,15,22.85,2021/06/01 13:58:42
Mason County,3/29/2020,0,12,12,1.71,0,1,5,2,4,0,0,14,21.33,2021/06/01 13:58:42
Mason County,4/5/2020,0,2,2,0.29,0,0,0,0,2,0,0,4,6.09,2021/06/01 13:58:42
Mason County,4/12/2020,0,2,2,0.29,0,0,1,0,1,0,0,5,7.62,2021/06/01 13:58:42
Mason County,4/19/2020,0,3,3,0.43,0,1,1,1,0,0,0,6,9.14,2021/06/01 13:58:42
Mason County,4/26/2020,0,3,3,0.43,0,0,2,0,0,1,0,6,9.14,2021/06/01 13:58:42
Mason County,5/3/2020,0,3,3,0.43,0,2,0,0,1,0,0,6,9.14,2021/06/01 13:58:42
Mason County,5/10/2020,0,3,3,0.43,0,0,2,1,0,0,0,5,7.62,2021/06/01 13:58:42
Mason County,5/17/2020,0,2,2,0.29,0,1,0,0,1,0,0,3,4.57,2021/06/01 13:58:42
Mason County,5/24/2020,0,1,1,0.14,0,0,0,1,0,0,0,3,4.57,2021/06/01 13:58:42
Mason County,5/31/2020,0,2,2,0.29,1,0,0,1,0,0,0,5,7.62,2021/06/01 13:58:42
Mason County,6/7/2020,0,3,3,0.43,0,0,0,2,1,0,0,5,7.62,2021/06/01 13:58:42
Mason County,6/14/2020,0,2,2,0.29,0,2,0,0,0,0,0,9,13.71,2021/06/01 13:58:42
Mason County,6/21/2020,0,7,7,1,0,3,0,4,0,0,0,14,21.33,2021/06/01 13:58:42
Mason County,6/28/2020,0,7,7,1,0,1,1,4,1,0,0,21,31.99,2021/06/01 13:58:42
Mason County,7/5/2020,0,14,14,2,3,3,6,1,1,0,0,34,51.79,2021/06/01 13:58:42
Mason County,7/12/2020,0,20,20,2.86,0,4,7,8,1,0,0,68,103.58,2021/06/01 13:58:42
Mason County,7/19/2020,0,48,48,6.86,7,17,15,8,0,1,0,94,143.18,2021/06/01 13:58:42
Mason County,7/26/2020,0,46,46,6.57,12,14,13,6,1,0,0,101,153.85,2021/06/01 13:58:42
Mason County,8/2/2020,0,55,55,7.86,19,22,6,6,2,0,0,85,129.47,2021/06/01 13:58:42
Mason County,8/9/2020,0,30,30,4.29,8,10,6,4,2,0,0,59,89.87,2021/06/01 13:58:42
Mason County,8/16/2020,1,28,29,4.14,4,8,6,7,1,3,0,55,83.78,2021/06/01 13:58:42
Mason County,8/23/2020,0,26,26,3.71,7,4,7,0,6,2,0,43,65.5,2021/06/01 13:58:42
Mason County,8/30/2020,0,17,17,2.43,5,3,8,0,1,0,0,31,47.22,2021/06/01 13:58:42
Mason County,9/6/2020,0,14,14,2,1,9,1,2,0,1,0,37,56.36,2021/06/01 13:58:42
Mason County,9/13/2020,0,23,23,3.29,5,4,3,4,5,2,0,48,73.12,2021/06/01 13:58:42
Mason County,9/20/2020,0,25,25,3.57,3,6,3,6,3,4,0,68,103.58,2021/06/01 13:58:42
Mason County,9/27/2020,0,43,43,6.14,5,9,5,10,9,5,0,76,115.77,2021/06/01 13:58:42
Mason County,10/4/2020,0,33,33,4.71,8,7,7,8,2,1,0,54,82.25,2021/06/01 13:58:42
Mason County,10/11/2020,0,21,21,3,4,9,3,4,1,0,0,44,67.02,2021/06/01 13:58:42
Mason County,10/18/2020,0,23,23,3.29,5,6,5,4,3,0,0,49,74.64,2021/06/01 13:58:42
Mason County,10/25/2020,0,26,26,3.71,2,9,5,6,3,1,0,71,108.15,2021/06/01 13:58:42
Mason County,11/1/2020,0,45,45,6.43,6,11,7,11,9,1,0,89,135.57,2021/06/01 13:58:42
Mason County,11/8/2020,1,43,44,6.29,5,10,6,12,10,1,0,124,188.88,2021/06/01 13:58:42
Mason County,11/15/2020,1,79,80,11.43,10,24,20,19,6,1,0,226,344.25,2021/06/01 13:58:42
Mason County,11/22/2020,0,146,146,20.86,10,22,63,34,14,3,0,403,613.86,2021/06/01 13:58:42
Mason County,11/29/2020,3,254,257,36.71,10,90,92,51,12,2,0,426,648.9,2021/06/01 13:58:42
Mason County,12/6/2020,4,165,169,24.14,10,50,46,36,10,17,0,341,519.42,2021/06/01 13:58:42
Mason County,12/13/2020,6,166,172,24.57,9,57,60,33,11,2,0,323,492,2021/06/01 13:58:42
Mason County,12/20/2020,1,150,151,21.57,7,63,60,14,6,1,0,306,466.11,2021/06/01 13:58:42
Mason County,12/27/2020,5,150,155,22.14,12,60,45,24,10,3,1,382,581.87,2021/06/01 13:58:42
Mason County,1/3/2021,5,222,227,32.43,27,81,67,29,10,13,0,333,507.24,2021/06/01 13:58:42
Mason County,1/10/2021,2,104,106,15.14,8,40,25,18,13,2,0,175,266.57,2021/06/01 13:58:42
Mason County,1/17/2021,2,67,69,9.86,11,21,17,14,6,0,0,131,199.54,2021/06/01 13:58:42
Mason County,1/24/2021,4,58,62,8.86,1,21,16,19,4,1,0,114,173.65,2021/06/01 13:58:42
Mason County,1/31/2021,4,48,52,7.43,6,17,15,9,5,0,0,77,117.29,2021/06/01 13:58:42
Mason County,2/7/2021,2,23,25,3.57,0,11,6,4,4,0,0,47,71.59,2021/06/01 13:58:42
Mason County,2/14/2021,1,21,22,3.14,1,9,7,4,0,1,0,42,63.98,2021/06/01 13:58:42
Mason County,2/21/2021,3,17,20,2.86,2,7,7,1,2,1,0,43,65.5,2021/06/01 13:58:42
Mason County,2/28/2021,1,22,23,3.29,2,2,7,7,3,2,0,50,76.16,2021/06/01 13:58:42
Mason County,3/7/2021,7,20,27,3.86,2,8,6,5,5,1,0,48,73.12,2021/06/01 13:58:42
Mason County,3/14/2021,0,21,21,3,3,5,5,5,1,2,0,47,71.59,2021/06/01 13:58:42
Mason County,3/21/2021,4,22,26,3.71,4,5,6,11,0,0,0,66,100.53,2021/06/01 13:58:42
Mason County,3/28/2021,3,37,40,5.71,7,8,7,11,4,3,0,77,117.29,2021/06/01 13:58:42
Mason County,4/4/2021,1,36,37,5.29,2,9,7,9,8,2,0,88,134.04,2021/06/01 13:58:42
Mason County,4/11/2021,4,47,51,7.29,7,17,16,7,2,1,1,110,167.56,2021/06/01 13:58:42
Mason County,4/18/2021,7,52,59,8.43,8,16,24,9,1,1,0,108,164.51,2021/06/01 13:58:42
Mason County,4/25/2021,5,44,49,7,8,18,12,6,3,2,0,93,141.66,2021/06/01 13:58:42
Mason County,5/2/2021,3,41,44,6.29,6,14,10,7,6,1,0,92,140.14,2021/06/01 13:58:42
Mason County,5/9/2021,5,43,48,6.86,15,15,9,5,2,2,0,81,123.38,2021/06/01 13:58:42
Mason County,5/16/2021,0,33,33,4.71,14,3,10,4,2,0,0,58,88.35,2021/06/01 13:58:42
Mason County,5/23/2021,1,24,25,3.57,3,6,6,7,3,0,0,0,0,2021/06/01 13:58:42
Okanogan County,3/15/2020,0,2,2,0.29,0,0,0,1,1,0,0,4,9.27,2021/06/01 13:58:42
Okanogan County,3/22/2020,0,2,2,0.29,0,0,0,1,1,0,0,8,18.55,2021/06/01 13:58:42
Okanogan County,3/29/2020,0,6,6,0.86,2,1,1,0,2,0,0,10,23.19,2021/06/01 13:58:42
Okanogan County,4/5/2020,0,4,4,0.57,2,0,0,2,0,0,0,5,11.59,2021/06/01 13:58:42
Okanogan County,4/12/2020,0,1,1,0.14,0,0,1,0,0,0,0,9,20.87,2021/06/01 13:58:42
Okanogan County,4/19/2020,0,8,8,1.14,0,2,2,4,0,0,0,9,20.87,2021/06/01 13:58:42
Okanogan County,4/26/2020,0,1,1,0.14,1,0,0,0,0,0,0,6,13.91,2021/06/01 13:58:42
Okanogan County,5/3/2020,0,5,5,0.71,0,3,1,0,1,0,0,17,39.42,2021/06/01 13:58:42
Okanogan County,5/10/2020,0,12,12,1.71,3,4,3,2,0,0,0,18,41.73,2021/06/01 13:58:42
Okanogan County,5/17/2020,0,6,6,0.86,3,3,0,0,0,0,0,14,32.46,2021/06/01 13:58:42
Okanogan County,5/24/2020,0,8,8,1.14,1,4,1,2,0,0,0,20,46.37,2021/06/01 13:58:42
Okanogan County,5/31/2020,0,12,12,1.71,3,3,2,4,0,0,0,22,51.01,2021/06/01 13:58:42
Okanogan County,6/7/2020,0,10,10,1.43,1,1,4,1,3,0,0,19,44.05,2021/06/01 13:58:42
Okanogan County,6/14/2020,0,9,9,1.29,0,2,2,3,2,0,0,31,71.88,2021/06/01 13:58:42
Okanogan County,6/21/2020,0,22,22,3.14,1,12,9,0,0,0,0,76,176.21,2021/06/01 13:58:42
Okanogan County,6/28/2020,1,53,54,7.71,10,20,14,8,1,1,0,171,396.48,2021/06/01 13:58:42
Okanogan County,7/5/2020,1,116,117,16.71,15,36,47,14,5,0,0,391,906.56,2021/06/01 13:58:42
Okanogan County,7/12/2020,1,273,274,39.14,59,73,68,48,23,3,0,449,1041.04,2021/06/01 13:58:42
Okanogan County,7/19/2020,0,175,175,25,35,57,40,32,10,1,0,303,702.53,2021/06/01 13:58:42
Okanogan County,7/26/2020,2,126,128,18.29,25,45,34,16,8,0,0,213,493.86,2021/06/01 13:58:42
Okanogan County,8/2/2020,2,83,85,12.14,12,22,23,21,4,3,0,149,345.47,2021/06/01 13:58:42
Okanogan County,8/9/2020,1,63,64,9.14,12,15,21,7,7,2,0,120,278.23,2021/06/01 13:58:42
Okanogan County,8/16/2020,2,54,56,8,3,23,11,16,3,0,0,92,213.31,2021/06/01 13:58:42
Okanogan County,8/23/2020,5,31,36,5.14,6,14,8,4,3,1,0,50,115.93,2021/06/01 13:58:42
Okanogan County,8/30/2020,10,4,14,2,2,4,2,4,2,0,0,19,44.05,2021/06/01 13:58:42
Okanogan County,9/6/2020,3,2,5,0.71,2,0,1,0,0,2,0,12,27.82,2021/06/01 13:58:42
Okanogan County,9/13/2020,5,2,7,1,0,3,1,2,1,0,0,15,34.78,2021/06/01 13:58:42
Okanogan County,9/20/2020,3,5,8,1.14,1,1,5,1,0,0,0,17,39.42,2021/06/01 13:58:42
Okanogan County,9/27/2020,7,2,9,1.29,0,0,3,1,5,0,0,16,37.1,2021/06/01 13:58:42
Okanogan County,10/4/2020,1,6,7,1,1,1,1,1,3,0,0,12,27.82,2021/06/01 13:58:42
Okanogan County,10/11/2020,1,4,5,0.71,2,0,2,1,0,0,0,25,57.96,2021/06/01 13:58:42
Okanogan County,10/18/2020,2,18,20,2.86,0,8,1,7,3,0,1,48,111.29,2021/06/01 13:58:42
Okanogan County,10/25/2020,6,22,28,4,11,4,8,2,0,3,0,45,104.34,2021/06/01 13:58:42
Okanogan County,11/1/2020,7,10,17,2.43,1,4,5,6,1,0,0,44,102.02,2021/06/01 13:58:42
Okanogan County,11/8/2020,13,14,27,3.86,5,5,6,7,2,2,0,124,287.5,2021/06/01 13:58:42
Okanogan County,11/15/2020,44,53,97,13.86,18,20,16,17,12,14,0,136,315.33,2021/06/01 13:58:42
Okanogan County,11/22/2020,10,29,39,5.57,6,9,8,4,7,5,0,151,350.1,2021/06/01 13:58:42
Okanogan County,11/29/2020,55,57,112,16,25,22,21,25,16,3,0,221,512.4,2021/06/01 13:58:42
Okanogan County,12/6/2020,60,49,109,15.57,15,24,23,25,18,4,0,232,537.91,2021/06/01 13:58:42
Okanogan County,12/13/2020,57,66,123,17.57,16,26,33,21,18,9,0,213,493.86,2021/06/01 13:58:42
Okanogan County,12/20/2020,41,49,90,12.86,18,19,21,20,5,7,0,162,375.61,2021/06/01 13:58:42
Okanogan County,12/27/2020,33,39,72,10.29,12,13,12,16,17,2,0,151,350.1,2021/06/01 13:58:42
Okanogan County,1/3/2021,46,33,79,11.29,18,25,13,14,6,3,0,148,343.15,2021/06/01 13:58:42
Okanogan County,1/10/2021,38,31,69,9.86,13,12,18,14,7,5,0,122,282.87,2021/06/01 13:58:42
Okanogan County,1/17/2021,27,26,53,7.57,8,19,9,12,3,2,0,74,171.57,2021/06/01 13:58:42
Okanogan County,1/24/2021,13,8,21,3,0,6,8,4,2,1,0,45,104.34,2021/06/01 13:58:42
Okanogan County,1/31/2021,8,16,24,3.43,2,8,6,6,2,0,0,41,95.06,2021/06/01 13:58:42
Okanogan County,2/7/2021,11,6,17,2.43,7,3,6,0,1,0,0,41,95.06,2021/06/01 13:58:42
Okanogan County,2/14/2021,12,12,24,3.43,7,3,5,5,4,0,0,57,132.16,2021/06/01 13:58:42
Okanogan County,2/21/2021,18,15,33,4.71,12,7,7,6,1,0,0,54,125.2,2021/06/01 13:58:42
Okanogan County,2/28/2021,17,4,21,3,5,7,6,1,2,0,0,34,78.83,2021/06/01 13:58:42
Okanogan County,3/7/2021,9,4,13,1.86,3,4,2,3,1,0,0,30,69.56,2021/06/01 13:58:42
Okanogan County,3/14/2021,11,6,17,2.43,3,5,4,3,2,0,0,51,118.25,2021/06/01 13:58:42
Okanogan County,3/21/2021,26,8,34,4.86,7,8,7,8,4,0,0,62,143.75,2021/06/01 13:58:42
Okanogan County,3/28/2021,21,7,28,4,9,7,5,7,0,0,0,66,153.03,2021/06/01 13:58:42
Okanogan County,4/4/2021,24,14,38,5.43,5,6,12,10,4,1,0,70,162.3,2021/06/01 13:58:42
Okanogan County,4/11/2021,21,11,32,4.57,6,10,5,8,2,1,0,62,143.75,2021/06/01 13:58:42
Okanogan County,4/18/2021,23,7,30,4.29,6,9,5,6,4,0,0,75,173.89,2021/06/01 13:58:42
Okanogan County,4/25/2021,29,16,45,6.43,5,15,7,12,4,2,0,103,238.81,2021/06/01 13:58:42
Okanogan County,5/2/2021,34,24,58,8.29,10,16,10,12,6,4,0,105,243.45,2021/06/01 13:58:42
Okanogan County,5/9/2021,35,12,47,6.71,9,9,12,10,6,1,0,82,190.12,2021/06/01 13:58:42
Okanogan County,5/16/2021,20,15,35,5,9,10,7,7,2,0,0,69,159.98,2021/06/01 13:58:42
Okanogan County,5/23/2021,19,15,34,4.86,9,8,5,9,3,0,0,0,0,2021/06/01 13:58:42
Pacific County,3/29/2020,0,1,1,0.14,0,0,0,1,0,0,0,1,4.58,2021/06/01 13:58:42
Pacific County,4/12/2020,0,2,2,0.29,0,1,1,0,0,0,0,3,13.74,2021/06/01 13:58:42
Pacific County,4/19/2020,0,1,1,0.14,0,0,0,0,1,0,0,5,22.89,2021/06/01 13:58:42
Pacific County,4/26/2020,0,4,4,0.57,0,0,2,2,0,0,0,5,22.89,2021/06/01 13:58:42
Pacific County,5/3/2020,0,1,1,0.14,0,1,0,0,0,0,0,1,4.58,2021/06/01 13:58:42
Pacific County,5/31/2020,0,1,1,0.14,0,0,1,0,0,0,0,3,13.74,2021/06/01 13:58:42
Pacific County,6/7/2020,0,2,2,0.29,0,1,0,1,0,0,0,3,13.74,2021/06/01 13:58:42
Pacific County,6/14/2020,0,1,1,0.14,0,0,0,1,0,0,0,6,27.47,2021/06/01 13:58:42
Pacific County,6/21/2020,0,5,5,0.71,2,2,1,0,0,0,0,5,22.89,2021/06/01 13:58:42
Pacific County,7/5/2020,0,1,1,0.14,0,1,0,0,0,0,0,8,36.63,2021/06/01 13:58:42
Pacific County,7/12/2020,0,7,7,1,1,0,1,2,3,0,0,13,59.52,2021/06/01 13:58:42
Pacific County,7/19/2020,0,6,6,0.86,0,1,1,2,2,0,0,17,77.84,2021/06/01 13:58:42
Pacific County,7/26/2020,0,11,11,1.57,3,2,0,0,5,1,0,24,109.89,2021/06/01 13:58:42
Pacific County,8/2/2020,0,13,13,1.86,1,1,1,3,4,3,0,17,77.84,2021/06/01 13:58:42
Pacific County,8/9/2020,0,4,4,0.57,1,1,1,0,1,0,0,6,27.47,2021/06/01 13:58:42
Pacific County,8/16/2020,0,2,2,0.29,0,0,0,2,0,0,0,2,9.16,2021/06/01 13:58:42
Pacific County,8/30/2020,0,13,13,1.86,4,2,3,2,1,1,0,17,77.84,2021/06/01 13:58:42
Pacific County,9/6/2020,0,4,4,0.57,1,0,1,2,0,0,0,7,32.05,2021/06/01 13:58:42
Pacific County,9/13/2020,0,3,3,0.43,0,1,0,2,0,0,0,9,41.21,2021/06/01 13:58:42
Pacific County,9/20/2020,0,6,6,0.86,4,1,1,0,0,0,0,10,45.79,2021/06/01 13:58:42
Pacific County,9/27/2020,0,4,4,0.57,1,0,1,0,2,0,0,21,96.15,2021/06/01 13:58:42
Pacific County,10/4/2020,0,17,17,2.43,3,2,6,1,5,0,0,24,109.89,2021/06/01 13:58:42
Pacific County,10/11/2020,0,7,7,1,1,4,1,1,0,0,0,13,59.52,2021/06/01 13:58:42
Pacific County,10/18/2020,0,6,6,0.86,3,0,1,1,1,0,0,9,41.21,2021/06/01 13:58:42
Pacific County,10/25/2020,0,3,3,0.43,0,0,2,0,1,0,0,42,192.31,2021/06/01 13:58:42
Pacific County,11/1/2020,0,39,39,5.57,10,5,12,6,6,0,0,85,389.19,2021/06/01 13:58:42
Pacific County,11/8/2020,11,35,46,6.57,11,5,18,7,5,0,0,203,929.49,2021/06/01 13:58:42
Pacific County,11/15/2020,110,47,157,22.43,45,37,45,24,4,2,0,227,1039.38,2021/06/01 13:58:42
Pacific County,11/22/2020,30,40,70,10,19,18,10,15,5,3,0,103,471.61,2021/06/01 13:58:42
Pacific County,11/29/2020,9,24,33,4.71,6,3,9,9,5,1,0,68,311.36,2021/06/01 13:58:42
Pacific County,12/6/2020,0,35,35,5,4,5,6,11,7,2,0,66,302.2,2021/06/01 13:58:42
Pacific County,12/13/2020,0,31,31,4.43,3,9,4,8,5,2,0,48,219.78,2021/06/01 13:58:42
Pacific County,12/20/2020,2,15,17,2.43,4,3,7,2,0,1,0,43,196.89,2021/06/01 13:58:42
Pacific County,12/27/2020,2,24,26,3.71,7,2,9,2,5,1,0,52,238.1,2021/06/01 13:58:42
Pacific County,1/3/2021,0,26,26,3.71,2,8,6,8,1,1,0,47,215.2,2021/06/01 13:58:42
Pacific County,1/10/2021,0,21,21,3,3,7,3,3,4,1,0,43,196.89,2021/06/01 13:58:42
Pacific County,1/17/2021,1,21,22,3.14,5,3,6,5,1,2,0,44,201.47,2021/06/01 13:58:42
Pacific County,1/24/2021,0,22,22,3.14,3,6,3,6,3,1,0,42,192.31,2021/06/01 13:58:42
Pacific County,1/31/2021,0,20,20,2.86,9,3,3,3,2,0,0,28,128.21,2021/06/01 13:58:42
Pacific County,2/7/2021,0,8,8,1.14,0,1,0,1,2,4,0,15,68.68,2021/06/01 13:58:42
Pacific County,2/14/2021,0,7,7,1,2,0,1,2,1,1,0,27,123.63,2021/06/01 13:58:42
Pacific County,2/21/2021,1,19,20,2.86,1,5,8,3,3,0,0,54,247.25,2021/06/01 13:58:42
Pacific County,2/28/2021,0,34,34,4.86,5,5,6,10,7,1,0,52,238.1,2021/06/01 13:58:42
Pacific County,3/7/2021,1,17,18,2.57,7,1,2,3,4,1,0,21,96.15,2021/06/01 13:58:42
Pacific County,3/14/2021,0,3,3,0.43,0,0,0,3,0,0,0,6,27.47,2021/06/01 13:58:42
Pacific County,3/21/2021,0,3,3,0.43,0,0,1,1,0,1,0,12,54.95,2021/06/01 13:58:42
Pacific County,3/28/2021,2,7,9,1.29,0,2,2,1,3,0,1,37,169.41,2021/06/01 13:58:42
Pacific County,4/4/2021,1,27,28,4,7,13,5,3,0,0,0,77,352.56,2021/06/01 13:58:42
Pacific County,4/11/2021,4,45,49,7,16,15,15,3,0,0,0,69,315.93,2021/06/01 13:58:42
